Day of Simulation[],Month[],Day of Month[],DST Indicator[1=yes 0=no],Hour[],DayType,Power IT Light Other White
273,9,30,0,1,Monday,417.508
273,9,30,0,2,Monday,377.802
273,9,30,0,3,Monday,366.475
273,9,30,0,4,Monday,367.671
273,9,30,0,5,Monday,398.681
273,9,30,0,6,Monday,474.595
273,9,30,0,7,Monday,572.781
273,9,30,0,8,Monday,618.317
273,9,30,0,9,Monday,586.148
273,9,30,0,10,Monday,551.244
273,9,30,0,11,Monday,546.921
273,9,30,0,12,Monday,540.432
273,9,30,0,13,Monday,554.261
273,9,30,0,14,Monday,557.591
273,9,30,0,15,Monday,558.349
273,9,30,0,16,Monday,553.114
273,9,30,0,17,Monday,568.472
273,9,30,0,18,Monday,643.809
273,9,30,0,19,Monday,742.043
273,9,30,0,20,Monday,814.824
273,9,30,0,21,Monday,832.821
273,9,30,0,22,Monday,720.560
273,9,30,0,23,Monday,575.968
273,9,30,0,24,Monday,481.658
274,10,1,0,1,Tuesday,417.508
274,10,1,0,2,Tuesday,377.802
274,10,1,0,3,Tuesday,366.475
274,10,1,0,4,Tuesday,367.671
274,10,1,0,5,Tuesday,398.681
274,10,1,0,6,Tuesday,474.595
274,10,1,0,7,Tuesday,572.781
274,10,1,0,8,Tuesday,618.317
274,10,1,0,9,Tuesday,586.148
274,10,1,0,10,Tuesday,551.244
274,10,1,0,11,Tuesday,546.921
274,10,1,0,12,Tuesday,540.432
274,10,1,0,13,Tuesday,554.261
274,10,1,0,14,Tuesday,557.591
274,10,1,0,15,Tuesday,558.349
274,10,1,0,16,Tuesday,553.114
274,10,1,0,17,Tuesday,568.472
274,10,1,0,18,Tuesday,643.809
274,10,1,0,19,Tuesday,742.043
274,10,1,0,20,Tuesday,814.824
274,10,1,0,21,Tuesday,832.821
274,10,1,0,22,Tuesday,720.560
274,10,1,0,23,Tuesday,575.968
274,10,1,0,24,Tuesday,481.658
275,10,2,0,1,Wednesday,417.508
275,10,2,0,2,Wednesday,377.802
275,10,2,0,3,Wednesday,366.475
275,10,2,0,4,Wednesday,367.671
275,10,2,0,5,Wednesday,398.681
275,10,2,0,6,Wednesday,474.595
275,10,2,0,7,Wednesday,572.781
275,10,2,0,8,Wednesday,618.317
275,10,2,0,9,Wednesday,586.148
275,10,2,0,10,Wednesday,551.244
275,10,2,0,11,Wednesday,546.921
275,10,2,0,12,Wednesday,540.432
275,10,2,0,13,Wednesday,554.261
275,10,2,0,14,Wednesday,557.591
275,10,2,0,15,Wednesday,558.349
275,10,2,0,16,Wednesday,553.114
275,10,2,0,17,Wednesday,568.472
275,10,2,0,18,Wednesday,643.809
275,10,2,0,19,Wednesday,742.043
275,10,2,0,20,Wednesday,814.824
275,10,2,0,21,Wednesday,832.821
275,10,2,0,22,Wednesday,720.560
275,10,2,0,23,Wednesday,575.968
275,10,2,0,24,Wednesday,481.658
276,10,3,0,1,Thursday,417.508
276,10,3,0,2,Thursday,377.802
276,10,3,0,3,Thursday,366.475
276,10,3,0,4,Thursday,367.671
276,10,3,0,5,Thursday,398.681
276,10,3,0,6,Thursday,474.595
276,10,3,0,7,Thursday,572.781
276,10,3,0,8,Thursday,618.317
276,10,3,0,9,Thursday,586.148
276,10,3,0,10,Thursday,551.244
276,10,3,0,11,Thursday,546.921
276,10,3,0,12,Thursday,540.432
276,10,3,0,13,Thursday,554.261
276,10,3,0,14,Thursday,557.591
276,10,3,0,15,Thursday,558.349
276,10,3,0,16,Thursday,553.114
276,10,3,0,17,Thursday,568.472
276,10,3,0,18,Thursday,643.809
276,10,3,0,19,Thursday,742.043
276,10,3,0,20,Thursday,814.824
276,10,3,0,21,Thursday,832.821
276,10,3,0,22,Thursday,720.560
276,10,3,0,23,Thursday,575.968
276,10,3,0,24,Thursday,481.658
277,10,4,0,1,Friday,417.508
277,10,4,0,2,Friday,377.802
277,10,4,0,3,Friday,366.475
277,10,4,0,4,Friday,367.671
277,10,4,0,5,Friday,398.681
277,10,4,0,6,Friday,474.595
277,10,4,0,7,Friday,572.781
277,10,4,0,8,Friday,618.317
277,10,4,0,9,Friday,586.148
277,10,4,0,10,Friday,551.244
277,10,4,0,11,Friday,546.921
277,10,4,0,12,Friday,540.432
277,10,4,0,13,Friday,554.261
277,10,4,0,14,Friday,557.591
277,10,4,0,15,Friday,558.349
277,10,4,0,16,Friday,553.114
277,10,4,0,17,Friday,568.472
277,10,4,0,18,Friday,643.809
277,10,4,0,19,Friday,742.043
277,10,4,0,20,Friday,814.824
277,10,4,0,21,Friday,832.821
277,10,4,0,22,Friday,720.560
277,10,4,0,23,Friday,575.968
277,10,4,0,24,Friday,481.658
278,10,5,0,1,Saturday,437.258
278,10,5,0,2,Saturday,390.269
278,10,5,0,3,Saturday,369.296
278,10,5,0,4,Saturday,367.634
278,10,5,0,5,Saturday,375.706
278,10,5,0,6,Saturday,390.962
278,10,5,0,7,Saturday,470.838
278,10,5,0,8,Saturday,563.591
278,10,5,0,9,Saturday,608.583
278,10,5,0,10,Saturday,686.192
278,10,5,0,11,Saturday,738.450
278,10,5,0,12,Saturday,727.195
278,10,5,0,13,Saturday,706.724
278,10,5,0,14,Saturday,704.287
278,10,5,0,15,Saturday,689.763
278,10,5,0,16,Saturday,700.727
278,10,5,0,17,Saturday,700.796
278,10,5,0,18,Saturday,709.108
278,10,5,0,19,Saturday,778.252
278,10,5,0,20,Saturday,817.397
278,10,5,0,21,Saturday,817.148
278,10,5,0,22,Saturday,735.009
278,10,5,0,23,Saturday,580.364
278,10,5,0,24,Saturday,492.533
279,10,6,1,1,Sunday,437.258
279,10,6,1,2,Sunday,390.269
279,10,6,1,3,Sunday,369.296
279,10,6,1,4,Sunday,367.634
279,10,6,1,5,Sunday,375.706
279,10,6,1,6,Sunday,390.962
279,10,6,1,7,Sunday,470.838
279,10,6,1,8,Sunday,563.591
279,10,6,1,9,Sunday,608.583
279,10,6,1,10,Sunday,686.192
279,10,6,1,11,Sunday,738.450
279,10,6,1,12,Sunday,727.195
279,10,6,1,13,Sunday,706.724
279,10,6,1,14,Sunday,704.287
279,10,6,1,15,Sunday,689.763
279,10,6,1,16,Sunday,700.727
279,10,6,1,17,Sunday,700.796
279,10,6,1,18,Sunday,709.108
279,10,6,1,19,Sunday,778.252
279,10,6,1,20,Sunday,817.397
279,10,6,1,21,Sunday,817.148
279,10,6,1,22,Sunday,735.009
279,10,6,1,23,Sunday,580.364
279,10,6,1,24,Sunday,492.533
280,10,7,1,1,Monday,417.508
280,10,7,1,2,Monday,377.802
280,10,7,1,3,Monday,366.475
280,10,7,1,4,Monday,367.671
280,10,7,1,5,Monday,398.681
280,10,7,1,6,Monday,474.595
280,10,7,1,7,Monday,572.781
280,10,7,1,8,Monday,618.317
280,10,7,1,9,Monday,586.148
280,10,7,1,10,Monday,551.244
280,10,7,1,11,Monday,546.921
280,10,7,1,12,Monday,540.432
280,10,7,1,13,Monday,554.261
280,10,7,1,14,Monday,557.591
280,10,7,1,15,Monday,558.349
280,10,7,1,16,Monday,553.114
280,10,7,1,17,Monday,568.472
280,10,7,1,18,Monday,643.809
280,10,7,1,19,Monday,742.043
280,10,7,1,20,Monday,814.824
280,10,7,1,21,Monday,832.821
280,10,7,1,22,Monday,720.560
280,10,7,1,23,Monday,575.968
280,10,7,1,24,Monday,481.658
281,10,8,1,1,Tuesday,417.508
281,10,8,1,2,Tuesday,377.802
281,10,8,1,3,Tuesday,366.475
281,10,8,1,4,Tuesday,367.671
281,10,8,1,5,Tuesday,398.681
281,10,8,1,6,Tuesday,474.595
281,10,8,1,7,Tuesday,572.781
281,10,8,1,8,Tuesday,618.317
281,10,8,1,9,Tuesday,586.148
281,10,8,1,10,Tuesday,551.244
281,10,8,1,11,Tuesday,546.921
281,10,8,1,12,Tuesday,540.432
281,10,8,1,13,Tuesday,554.261
281,10,8,1,14,Tuesday,557.591
281,10,8,1,15,Tuesday,558.349
281,10,8,1,16,Tuesday,553.114
281,10,8,1,17,Tuesday,568.472
281,10,8,1,18,Tuesday,643.809
281,10,8,1,19,Tuesday,742.043
281,10,8,1,20,Tuesday,814.824
281,10,8,1,21,Tuesday,832.821
281,10,8,1,22,Tuesday,720.560
281,10,8,1,23,Tuesday,575.968
281,10,8,1,24,Tuesday,481.658
282,10,9,1,1,Wednesday,417.508
282,10,9,1,2,Wednesday,377.802
282,10,9,1,3,Wednesday,366.475
282,10,9,1,4,Wednesday,367.671
282,10,9,1,5,Wednesday,398.681
282,10,9,1,6,Wednesday,474.595
282,10,9,1,7,Wednesday,572.781
282,10,9,1,8,Wednesday,618.317
282,10,9,1,9,Wednesday,586.148
282,10,9,1,10,Wednesday,551.244
282,10,9,1,11,Wednesday,546.921
282,10,9,1,12,Wednesday,540.432
282,10,9,1,13,Wednesday,554.261
282,10,9,1,14,Wednesday,557.591
282,10,9,1,15,Wednesday,558.349
282,10,9,1,16,Wednesday,553.114
282,10,9,1,17,Wednesday,568.472
282,10,9,1,18,Wednesday,643.809
282,10,9,1,19,Wednesday,742.043
282,10,9,1,20,Wednesday,814.824
282,10,9,1,21,Wednesday,832.821
282,10,9,1,22,Wednesday,720.560
282,10,9,1,23,Wednesday,575.968
282,10,9,1,24,Wednesday,481.658
283,10,10,1,1,Thursday,417.508
283,10,10,1,2,Thursday,377.802
283,10,10,1,3,Thursday,366.475
283,10,10,1,4,Thursday,367.671
283,10,10,1,5,Thursday,398.681
283,10,10,1,6,Thursday,474.595
283,10,10,1,7,Thursday,572.781
283,10,10,1,8,Thursday,618.317
283,10,10,1,9,Thursday,586.148
283,10,10,1,10,Thursday,551.244
283,10,10,1,11,Thursday,546.921
283,10,10,1,12,Thursday,540.432
283,10,10,1,13,Thursday,554.261
283,10,10,1,14,Thursday,557.591
283,10,10,1,15,Thursday,558.349
283,10,10,1,16,Thursday,553.114
283,10,10,1,17,Thursday,568.472
283,10,10,1,18,Thursday,643.809
283,10,10,1,19,Thursday,742.043
283,10,10,1,20,Thursday,814.824
283,10,10,1,21,Thursday,832.821
283,10,10,1,22,Thursday,720.560
283,10,10,1,23,Thursday,575.968
283,10,10,1,24,Thursday,481.658
284,10,11,1,1,Friday,417.508
284,10,11,1,2,Friday,377.802
284,10,11,1,3,Friday,366.475
284,10,11,1,4,Friday,367.671
284,10,11,1,5,Friday,398.681
284,10,11,1,6,Friday,474.595
284,10,11,1,7,Friday,572.781
284,10,11,1,8,Friday,618.317
284,10,11,1,9,Friday,586.148
284,10,11,1,10,Friday,551.244
284,10,11,1,11,Friday,546.921
284,10,11,1,12,Friday,540.432
284,10,11,1,13,Friday,554.261
284,10,11,1,14,Friday,557.591
284,10,11,1,15,Friday,558.349
284,10,11,1,16,Friday,553.114
284,10,11,1,17,Friday,568.472
284,10,11,1,18,Friday,643.809
284,10,11,1,19,Friday,742.043
284,10,11,1,20,Friday,814.824
284,10,11,1,21,Friday,832.821
284,10,11,1,22,Friday,720.560
284,10,11,1,23,Friday,575.968
284,10,11,1,24,Friday,481.658
285,10,12,1,1,Saturday,437.258
285,10,12,1,2,Saturday,390.269
285,10,12,1,3,Saturday,369.296
285,10,12,1,4,Saturday,367.634
285,10,12,1,5,Saturday,375.706
285,10,12,1,6,Saturday,390.962
285,10,12,1,7,Saturday,470.838
285,10,12,1,8,Saturday,563.591
285,10,12,1,9,Saturday,608.583
285,10,12,1,10,Saturday,686.192
285,10,12,1,11,Saturday,738.450
285,10,12,1,12,Saturday,727.195
285,10,12,1,13,Saturday,706.724
285,10,12,1,14,Saturday,704.287
285,10,12,1,15,Saturday,689.763
285,10,12,1,16,Saturday,700.727
285,10,12,1,17,Saturday,700.796
285,10,12,1,18,Saturday,709.108
285,10,12,1,19,Saturday,778.252
285,10,12,1,20,Saturday,817.397
285,10,12,1,21,Saturday,817.148
285,10,12,1,22,Saturday,735.009
285,10,12,1,23,Saturday,580.364
285,10,12,1,24,Saturday,492.533
286,10,13,1,1,Sunday,437.258
286,10,13,1,2,Sunday,390.269
286,10,13,1,3,Sunday,369.296
286,10,13,1,4,Sunday,367.634
286,10,13,1,5,Sunday,375.706
286,10,13,1,6,Sunday,390.962
286,10,13,1,7,Sunday,470.838
286,10,13,1,8,Sunday,563.591
286,10,13,1,9,Sunday,608.583
286,10,13,1,10,Sunday,686.192
286,10,13,1,11,Sunday,738.450
286,10,13,1,12,Sunday,727.195
286,10,13,1,13,Sunday,706.724
286,10,13,1,14,Sunday,704.287
286,10,13,1,15,Sunday,689.763
286,10,13,1,16,Sunday,700.727
286,10,13,1,17,Sunday,700.796
286,10,13,1,18,Sunday,709.108
286,10,13,1,19,Sunday,778.252
286,10,13,1,20,Sunday,817.397
286,10,13,1,21,Sunday,817.148
286,10,13,1,22,Sunday,735.009
286,10,13,1,23,Sunday,580.364
286,10,13,1,24,Sunday,492.533
287,10,14,1,1,Monday,417.508
287,10,14,1,2,Monday,377.802
287,10,14,1,3,Monday,366.475
287,10,14,1,4,Monday,367.671
287,10,14,1,5,Monday,398.681
287,10,14,1,6,Monday,474.595
287,10,14,1,7,Monday,572.781
287,10,14,1,8,Monday,618.317
287,10,14,1,9,Monday,586.148
287,10,14,1,10,Monday,551.244
287,10,14,1,11,Monday,546.921
287,10,14,1,12,Monday,540.432
287,10,14,1,13,Monday,554.261
287,10,14,1,14,Monday,557.591
287,10,14,1,15,Monday,558.349
287,10,14,1,16,Monday,553.114
287,10,14,1,17,Monday,568.472
287,10,14,1,18,Monday,643.809
287,10,14,1,19,Monday,742.043
287,10,14,1,20,Monday,814.824
287,10,14,1,21,Monday,832.821
287,10,14,1,22,Monday,720.560
287,10,14,1,23,Monday,575.968
287,10,14,1,24,Monday,481.658
288,10,15,1,1,Tuesday,417.508
288,10,15,1,2,Tuesday,377.802
288,10,15,1,3,Tuesday,366.475
288,10,15,1,4,Tuesday,367.671
288,10,15,1,5,Tuesday,398.681
288,10,15,1,6,Tuesday,474.595
288,10,15,1,7,Tuesday,572.781
288,10,15,1,8,Tuesday,618.317
288,10,15,1,9,Tuesday,586.148
288,10,15,1,10,Tuesday,551.244
288,10,15,1,11,Tuesday,546.921
288,10,15,1,12,Tuesday,540.432
288,10,15,1,13,Tuesday,554.261
288,10,15,1,14,Tuesday,557.591
288,10,15,1,15,Tuesday,558.349
288,10,15,1,16,Tuesday,553.114
288,10,15,1,17,Tuesday,568.472
288,10,15,1,18,Tuesday,643.809
288,10,15,1,19,Tuesday,742.043
288,10,15,1,20,Tuesday,814.824
288,10,15,1,21,Tuesday,832.821
288,10,15,1,22,Tuesday,720.560
288,10,15,1,23,Tuesday,575.968
288,10,15,1,24,Tuesday,481.658
289,10,16,1,1,Wednesday,417.508
289,10,16,1,2,Wednesday,377.802
289,10,16,1,3,Wednesday,366.475
289,10,16,1,4,Wednesday,367.671
289,10,16,1,5,Wednesday,398.681
289,10,16,1,6,Wednesday,474.595
289,10,16,1,7,Wednesday,572.781
289,10,16,1,8,Wednesday,618.317
289,10,16,1,9,Wednesday,586.148
289,10,16,1,10,Wednesday,551.244
289,10,16,1,11,Wednesday,546.921
289,10,16,1,12,Wednesday,540.432
289,10,16,1,13,Wednesday,554.261
289,10,16,1,14,Wednesday,557.591
289,10,16,1,15,Wednesday,558.349
289,10,16,1,16,Wednesday,553.114
289,10,16,1,17,Wednesday,568.472
289,10,16,1,18,Wednesday,643.809
289,10,16,1,19,Wednesday,742.043
289,10,16,1,20,Wednesday,814.824
289,10,16,1,21,Wednesday,832.821
289,10,16,1,22,Wednesday,720.560
289,10,16,1,23,Wednesday,575.968
289,10,16,1,24,Wednesday,481.658
290,10,17,1,1,Thursday,417.508
290,10,17,1,2,Thursday,377.802
290,10,17,1,3,Thursday,366.475
290,10,17,1,4,Thursday,367.671
290,10,17,1,5,Thursday,398.681
290,10,17,1,6,Thursday,474.595
290,10,17,1,7,Thursday,572.781
290,10,17,1,8,Thursday,618.317
290,10,17,1,9,Thursday,586.148
290,10,17,1,10,Thursday,551.244
290,10,17,1,11,Thursday,546.921
290,10,17,1,12,Thursday,540.432
290,10,17,1,13,Thursday,554.261
290,10,17,1,14,Thursday,557.591
290,10,17,1,15,Thursday,558.349
290,10,17,1,16,Thursday,553.114
290,10,17,1,17,Thursday,568.472
290,10,17,1,18,Thursday,643.809
290,10,17,1,19,Thursday,742.043
290,10,17,1,20,Thursday,814.824
290,10,17,1,21,Thursday,832.821
290,10,17,1,22,Thursday,720.560
290,10,17,1,23,Thursday,575.968
290,10,17,1,24,Thursday,481.658
291,10,18,1,1,Friday,417.508
291,10,18,1,2,Friday,377.802
291,10,18,1,3,Friday,366.475
291,10,18,1,4,Friday,367.671
291,10,18,1,5,Friday,398.681
291,10,18,1,6,Friday,474.595
291,10,18,1,7,Friday,572.781
291,10,18,1,8,Friday,618.317
291,10,18,1,9,Friday,586.148
291,10,18,1,10,Friday,551.244
291,10,18,1,11,Friday,546.921
291,10,18,1,12,Friday,540.432
291,10,18,1,13,Friday,554.261
291,10,18,1,14,Friday,557.591
291,10,18,1,15,Friday,558.349
291,10,18,1,16,Friday,553.114
291,10,18,1,17,Friday,568.472
291,10,18,1,18,Friday,643.809
291,10,18,1,19,Friday,742.043
291,10,18,1,20,Friday,814.824
291,10,18,1,21,Friday,832.821
291,10,18,1,22,Friday,720.560
291,10,18,1,23,Friday,575.968
291,10,18,1,24,Friday,481.658
292,10,19,1,1,Saturday,437.258
292,10,19,1,2,Saturday,390.269
292,10,19,1,3,Saturday,369.296
292,10,19,1,4,Saturday,367.634
292,10,19,1,5,Saturday,375.706
292,10,19,1,6,Saturday,390.962
292,10,19,1,7,Saturday,470.838
292,10,19,1,8,Saturday,563.591
292,10,19,1,9,Saturday,608.583
292,10,19,1,10,Saturday,686.192
292,10,19,1,11,Saturday,738.450
292,10,19,1,12,Saturday,727.195
292,10,19,1,13,Saturday,706.724
292,10,19,1,14,Saturday,704.287
292,10,19,1,15,Saturday,689.763
292,10,19,1,16,Saturday,700.727
292,10,19,1,17,Saturday,700.796
292,10,19,1,18,Saturday,709.108
292,10,19,1,19,Saturday,778.252
292,10,19,1,20,Saturday,817.397
292,10,19,1,21,Saturday,817.148
292,10,19,1,22,Saturday,735.009
292,10,19,1,23,Saturday,580.364
292,10,19,1,24,Saturday,492.533
293,10,20,1,1,Sunday,437.258
293,10,20,1,2,Sunday,390.269
293,10,20,1,3,Sunday,369.296
293,10,20,1,4,Sunday,367.634
293,10,20,1,5,Sunday,375.706
293,10,20,1,6,Sunday,390.962
293,10,20,1,7,Sunday,470.838
293,10,20,1,8,Sunday,563.591
293,10,20,1,9,Sunday,608.583
293,10,20,1,10,Sunday,686.192
293,10,20,1,11,Sunday,738.450
293,10,20,1,12,Sunday,727.195
293,10,20,1,13,Sunday,706.724
293,10,20,1,14,Sunday,704.287
293,10,20,1,15,Sunday,689.763
293,10,20,1,16,Sunday,700.727
293,10,20,1,17,Sunday,700.796
293,10,20,1,18,Sunday,709.108
293,10,20,1,19,Sunday,778.252
293,10,20,1,20,Sunday,817.397
293,10,20,1,21,Sunday,817.148
293,10,20,1,22,Sunday,735.009
293,10,20,1,23,Sunday,580.364
293,10,20,1,24,Sunday,492.533
294,10,21,1,1,Monday,417.508
294,10,21,1,2,Monday,377.802
294,10,21,1,3,Monday,366.475
294,10,21,1,4,Monday,367.671
294,10,21,1,5,Monday,398.681
294,10,21,1,6,Monday,474.595
294,10,21,1,7,Monday,572.781
294,10,21,1,8,Monday,618.317
294,10,21,1,9,Monday,586.148
294,10,21,1,10,Monday,551.244
294,10,21,1,11,Monday,546.921
294,10,21,1,12,Monday,540.432
294,10,21,1,13,Monday,554.261
294,10,21,1,14,Monday,557.591
294,10,21,1,15,Monday,558.349
294,10,21,1,16,Monday,553.114
294,10,21,1,17,Monday,568.472
294,10,21,1,18,Monday,643.809
294,10,21,1,19,Monday,742.043
294,10,21,1,20,Monday,814.824
294,10,21,1,21,Monday,832.821
294,10,21,1,22,Monday,720.560
294,10,21,1,23,Monday,575.968
294,10,21,1,24,Monday,481.658
295,10,22,1,1,Tuesday,417.508
295,10,22,1,2,Tuesday,377.802
295,10,22,1,3,Tuesday,366.475
295,10,22,1,4,Tuesday,367.671
295,10,22,1,5,Tuesday,398.681
295,10,22,1,6,Tuesday,474.595
295,10,22,1,7,Tuesday,572.781
295,10,22,1,8,Tuesday,618.317
295,10,22,1,9,Tuesday,586.148
295,10,22,1,10,Tuesday,551.244
295,10,22,1,11,Tuesday,546.921
295,10,22,1,12,Tuesday,540.432
295,10,22,1,13,Tuesday,554.261
295,10,22,1,14,Tuesday,557.591
295,10,22,1,15,Tuesday,558.349
295,10,22,1,16,Tuesday,553.114
295,10,22,1,17,Tuesday,568.472
295,10,22,1,18,Tuesday,643.809
295,10,22,1,19,Tuesday,742.043
295,10,22,1,20,Tuesday,814.824
295,10,22,1,21,Tuesday,832.821
295,10,22,1,22,Tuesday,720.560
295,10,22,1,23,Tuesday,575.968
295,10,22,1,24,Tuesday,481.658
296,10,23,1,1,Wednesday,417.508
296,10,23,1,2,Wednesday,377.802
296,10,23,1,3,Wednesday,366.475
296,10,23,1,4,Wednesday,367.671
296,10,23,1,5,Wednesday,398.681
296,10,23,1,6,Wednesday,474.595
296,10,23,1,7,Wednesday,572.781
296,10,23,1,8,Wednesday,618.317
296,10,23,1,9,Wednesday,586.148
296,10,23,1,10,Wednesday,551.244
296,10,23,1,11,Wednesday,546.921
296,10,23,1,12,Wednesday,540.432
296,10,23,1,13,Wednesday,554.261
296,10,23,1,14,Wednesday,557.591
296,10,23,1,15,Wednesday,558.349
296,10,23,1,16,Wednesday,553.114
296,10,23,1,17,Wednesday,568.472
296,10,23,1,18,Wednesday,643.809
296,10,23,1,19,Wednesday,742.043
296,10,23,1,20,Wednesday,814.824
296,10,23,1,21,Wednesday,832.821
296,10,23,1,22,Wednesday,720.560
296,10,23,1,23,Wednesday,575.968
296,10,23,1,24,Wednesday,481.658
297,10,24,1,1,Thursday,417.508
297,10,24,1,2,Thursday,377.802
297,10,24,1,3,Thursday,366.475
297,10,24,1,4,Thursday,367.671
297,10,24,1,5,Thursday,398.681
297,10,24,1,6,Thursday,474.595
297,10,24,1,7,Thursday,572.781
297,10,24,1,8,Thursday,618.317
297,10,24,1,9,Thursday,586.148
297,10,24,1,10,Thursday,551.244
297,10,24,1,11,Thursday,546.921
297,10,24,1,12,Thursday,540.432
297,10,24,1,13,Thursday,554.261
297,10,24,1,14,Thursday,557.591
297,10,24,1,15,Thursday,558.349
297,10,24,1,16,Thursday,553.114
297,10,24,1,17,Thursday,568.472
297,10,24,1,18,Thursday,643.809
297,10,24,1,19,Thursday,742.043
297,10,24,1,20,Thursday,814.824
297,10,24,1,21,Thursday,832.821
297,10,24,1,22,Thursday,720.560
297,10,24,1,23,Thursday,575.968
297,10,24,1,24,Thursday,481.658
298,10,25,1,1,Friday,417.508
298,10,25,1,2,Friday,377.802
298,10,25,1,3,Friday,366.475
298,10,25,1,4,Friday,367.671
298,10,25,1,5,Friday,398.681
298,10,25,1,6,Friday,474.595
298,10,25,1,7,Friday,572.781
298,10,25,1,8,Friday,618.317
298,10,25,1,9,Friday,586.148
298,10,25,1,10,Friday,551.244
298,10,25,1,11,Friday,546.921
298,10,25,1,12,Friday,540.432
298,10,25,1,13,Friday,554.261
298,10,25,1,14,Friday,557.591
298,10,25,1,15,Friday,558.349
298,10,25,1,16,Friday,553.114
298,10,25,1,17,Friday,568.472
298,10,25,1,18,Friday,643.809
298,10,25,1,19,Friday,742.043
298,10,25,1,20,Friday,814.824
298,10,25,1,21,Friday,832.821
298,10,25,1,22,Friday,720.560
298,10,25,1,23,Friday,575.968
298,10,25,1,24,Friday,481.658
299,10,26,1,1,Saturday,437.258
299,10,26,1,2,Saturday,390.269
299,10,26,1,3,Saturday,369.296
299,10,26,1,4,Saturday,367.634
299,10,26,1,5,Saturday,375.706
299,10,26,1,6,Saturday,390.962
299,10,26,1,7,Saturday,470.838
299,10,26,1,8,Saturday,563.591
299,10,26,1,9,Saturday,608.583
299,10,26,1,10,Saturday,686.192
299,10,26,1,11,Saturday,738.450
299,10,26,1,12,Saturday,727.195
299,10,26,1,13,Saturday,706.724
299,10,26,1,14,Saturday,704.287
299,10,26,1,15,Saturday,689.763
299,10,26,1,16,Saturday,700.727
299,10,26,1,17,Saturday,700.796
299,10,26,1,18,Saturday,709.108
299,10,26,1,19,Saturday,778.252
299,10,26,1,20,Saturday,817.397
299,10,26,1,21,Saturday,817.148
299,10,26,1,22,Saturday,735.009
299,10,26,1,23,Saturday,580.364
299,10,26,1,24,Saturday,492.533
300,10,27,1,1,Sunday,437.258
300,10,27,1,2,Sunday,390.269
300,10,27,1,3,Sunday,369.296
300,10,27,1,4,Sunday,367.634
300,10,27,1,5,Sunday,375.706
300,10,27,1,6,Sunday,390.962
300,10,27,1,7,Sunday,470.838
300,10,27,1,8,Sunday,563.591
300,10,27,1,9,Sunday,608.583
300,10,27,1,10,Sunday,686.192
300,10,27,1,11,Sunday,738.450
300,10,27,1,12,Sunday,727.195
300,10,27,1,13,Sunday,706.724
300,10,27,1,14,Sunday,704.287
300,10,27,1,15,Sunday,689.763
300,10,27,1,16,Sunday,700.727
300,10,27,1,17,Sunday,700.796
300,10,27,1,18,Sunday,709.108
300,10,27,1,19,Sunday,778.252
300,10,27,1,20,Sunday,817.397
300,10,27,1,21,Sunday,817.148
300,10,27,1,22,Sunday,735.009
300,10,27,1,23,Sunday,580.364
300,10,27,1,24,Sunday,492.533
301,10,28,1,1,Monday,417.508
301,10,28,1,2,Monday,377.802
301,10,28,1,3,Monday,366.475
301,10,28,1,4,Monday,367.671
301,10,28,1,5,Monday,398.681
301,10,28,1,6,Monday,474.595
301,10,28,1,7,Monday,572.781
301,10,28,1,8,Monday,618.317
301,10,28,1,9,Monday,586.148
301,10,28,1,10,Monday,551.244
301,10,28,1,11,Monday,546.921
301,10,28,1,12,Monday,540.432
301,10,28,1,13,Monday,554.261
301,10,28,1,14,Monday,557.591
301,10,28,1,15,Monday,558.349
301,10,28,1,16,Monday,553.114
301,10,28,1,17,Monday,568.472
301,10,28,1,18,Monday,643.809
301,10,28,1,19,Monday,742.043
301,10,28,1,20,Monday,814.824
301,10,28,1,21,Monday,832.821
301,10,28,1,22,Monday,720.560
301,10,28,1,23,Monday,575.968
301,10,28,1,24,Monday,481.658
302,10,29,1,1,Tuesday,417.508
302,10,29,1,2,Tuesday,377.802
302,10,29,1,3,Tuesday,366.475
302,10,29,1,4,Tuesday,367.671
302,10,29,1,5,Tuesday,398.681
302,10,29,1,6,Tuesday,474.595
302,10,29,1,7,Tuesday,572.781
302,10,29,1,8,Tuesday,618.317
302,10,29,1,9,Tuesday,586.148
302,10,29,1,10,Tuesday,551.244
302,10,29,1,11,Tuesday,546.921
302,10,29,1,12,Tuesday,540.432
302,10,29,1,13,Tuesday,554.261
302,10,29,1,14,Tuesday,557.591
302,10,29,1,15,Tuesday,558.349
302,10,29,1,16,Tuesday,553.114
302,10,29,1,17,Tuesday,568.472
302,10,29,1,18,Tuesday,643.809
302,10,29,1,19,Tuesday,742.043
302,10,29,1,20,Tuesday,814.824
302,10,29,1,21,Tuesday,832.821
302,10,29,1,22,Tuesday,720.560
302,10,29,1,23,Tuesday,575.968
302,10,29,1,24,Tuesday,481.658
303,10,30,1,1,Wednesday,417.508
303,10,30,1,2,Wednesday,377.802
303,10,30,1,3,Wednesday,366.475
303,10,30,1,4,Wednesday,367.671
303,10,30,1,5,Wednesday,398.681
303,10,30,1,6,Wednesday,474.595
303,10,30,1,7,Wednesday,572.781
303,10,30,1,8,Wednesday,618.317
303,10,30,1,9,Wednesday,586.148
303,10,30,1,10,Wednesday,551.244
303,10,30,1,11,Wednesday,546.921
303,10,30,1,12,Wednesday,540.432
303,10,30,1,13,Wednesday,554.261
