Day of Simulation[],Month[],Day of Month[],DST Indicator[1=yes 0=no],Hour[],DayType,Power IT Light Other White
303,10,30,1,14,Wednesday,557.591
303,10,30,1,15,Wednesday,558.349
303,10,30,1,16,Wednesday,553.114
303,10,30,1,17,Wednesday,568.472
303,10,30,1,18,Wednesday,643.809
303,10,30,1,19,Wednesday,742.043
303,10,30,1,20,Wednesday,814.824
303,10,30,1,21,Wednesday,832.821
303,10,30,1,22,Wednesday,720.560
303,10,30,1,23,Wednesday,575.968
303,10,30,1,24,Wednesday,481.658
304,10,31,1,1,Thursday,417.508
304,10,31,1,2,Thursday,377.802
304,10,31,1,3,Thursday,366.475
304,10,31,1,4,Thursday,367.671
304,10,31,1,5,Thursday,398.681
304,10,31,1,6,Thursday,474.595
304,10,31,1,7,Thursday,572.781
304,10,31,1,8,Thursday,618.317
304,10,31,1,9,Thursday,586.148
304,10,31,1,10,Thursday,551.244
304,10,31,1,11,Thursday,546.921
304,10,31,1,12,Thursday,540.432
304,10,31,1,13,Thursday,554.261
304,10,31,1,14,Thursday,557.591
304,10,31,1,15,Thursday,558.349
304,10,31,1,16,Thursday,553.114
304,10,31,1,17,Thursday,568.472
304,10,31,1,18,Thursday,643.809
304,10,31,1,19,Thursday,742.043
304,10,31,1,20,Thursday,814.824
304,10,31,1,21,Thursday,832.821
304,10,31,1,22,Thursday,720.560
304,10,31,1,23,Thursday,575.968
304,10,31,1,24,Thursday,481.658
305,11,1,1,1,Friday,417.508
305,11,1,1,2,Friday,377.802
305,11,1,1,3,Friday,366.475
305,11,1,1,4,Friday,367.671
305,11,1,1,5,Friday,398.681
305,11,1,1,6,Friday,474.595
305,11,1,1,7,Friday,572.781
305,11,1,1,8,Friday,618.317
305,11,1,1,9,Friday,586.148
305,11,1,1,10,Friday,551.244
305,11,1,1,11,Friday,546.921
305,11,1,1,12,Friday,540.432
305,11,1,1,13,Friday,554.261
305,11,1,1,14,Friday,557.591
305,11,1,1,15,Friday,558.349
305,11,1,1,16,Friday,553.114
305,11,1,1,17,Friday,568.472
305,11,1,1,18,Friday,643.809
305,11,1,1,19,Friday,742.043
305,11,1,1,20,Friday,814.824
305,11,1,1,21,Friday,832.821
305,11,1,1,22,Friday,720.560
305,11,1,1,23,Friday,575.968
305,11,1,1,24,Friday,481.658
306,11,2,1,1,Saturday,437.258
306,11,2,1,2,Saturday,390.269
306,11,2,1,3,Saturday,369.296
306,11,2,1,4,Saturday,367.634
306,11,2,1,5,Saturday,375.706
306,11,2,1,6,Saturday,390.962
306,11,2,1,7,Saturday,470.838
306,11,2,1,8,Saturday,563.591
306,11,2,1,9,Saturday,608.583
306,11,2,1,10,Saturday,686.192
306,11,2,1,11,Saturday,738.450
306,11,2,1,12,Saturday,727.195
306,11,2,1,13,Saturday,706.724
306,11,2,1,14,Saturday,704.287
306,11,2,1,15,Saturday,689.763
306,11,2,1,16,Saturday,700.727
306,11,2,1,17,Saturday,700.796
306,11,2,1,18,Saturday,709.108
306,11,2,1,19,Saturday,778.252
306,11,2,1,20,Saturday,817.397
306,11,2,1,21,Saturday,817.148
306,11,2,1,22,Saturday,735.009
306,11,2,1,23,Saturday,580.364
306,11,2,1,24,Saturday,492.533
307,11,3,1,1,Sunday,437.258
307,11,3,1,2,Sunday,390.269
307,11,3,1,3,Sunday,369.296
307,11,3,1,4,Sunday,367.634
307,11,3,1,5,Sunday,375.706
307,11,3,1,6,Sunday,390.962
307,11,3,1,7,Sunday,470.838
307,11,3,1,8,Sunday,563.591
307,11,3,1,9,Sunday,608.583
307,11,3,1,10,Sunday,686.192
307,11,3,1,11,Sunday,738.450
307,11,3,1,12,Sunday,727.195
307,11,3,1,13,Sunday,706.724
307,11,3,1,14,Sunday,704.287
307,11,3,1,15,Sunday,689.763
307,11,3,1,16,Sunday,700.727
307,11,3,1,17,Sunday,700.796
307,11,3,1,18,Sunday,709.108
307,11,3,1,19,Sunday,778.252
307,11,3,1,20,Sunday,817.397
307,11,3,1,21,Sunday,817.148
307,11,3,1,22,Sunday,735.009
307,11,3,1,23,Sunday,580.364
307,11,3,1,24,Sunday,492.533
308,11,4,1,1,Monday,417.508
308,11,4,1,2,Monday,377.802
308,11,4,1,3,Monday,366.475
308,11,4,1,4,Monday,367.671
308,11,4,1,5,Monday,398.681
308,11,4,1,6,Monday,474.595
308,11,4,1,7,Monday,572.781
308,11,4,1,8,Monday,618.317
308,11,4,1,9,Monday,586.148
308,11,4,1,10,Monday,551.244
308,11,4,1,11,Monday,546.921
308,11,4,1,12,Monday,540.432
308,11,4,1,13,Monday,554.261
308,11,4,1,14,Monday,557.591
308,11,4,1,15,Monday,558.349
308,11,4,1,16,Monday,553.114
308,11,4,1,17,Monday,568.472
308,11,4,1,18,Monday,643.809
308,11,4,1,19,Monday,742.043
308,11,4,1,20,Monday,814.824
308,11,4,1,21,Monday,832.821
308,11,4,1,22,Monday,720.560
308,11,4,1,23,Monday,575.968
308,11,4,1,24,Monday,481.658
309,11,5,1,1,Tuesday,417.508
309,11,5,1,2,Tuesday,377.802
309,11,5,1,3,Tuesday,366.475
309,11,5,1,4,Tuesday,367.671
309,11,5,1,5,Tuesday,398.681
309,11,5,1,6,Tuesday,474.595
309,11,5,1,7,Tuesday,572.781
309,11,5,1,8,Tuesday,618.317
309,11,5,1,9,Tuesday,586.148
309,11,5,1,10,Tuesday,551.244
309,11,5,1,11,Tuesday,546.921
309,11,5,1,12,Tuesday,540.432
309,11,5,1,13,Tuesday,554.261
309,11,5,1,14,Tuesday,557.591
309,11,5,1,15,Tuesday,558.349
309,11,5,1,16,Tuesday,553.114
309,11,5,1,17,Tuesday,568.472
309,11,5,1,18,Tuesday,643.809
309,11,5,1,19,Tuesday,742.043
309,11,5,1,20,Tuesday,814.824
309,11,5,1,21,Tuesday,832.821
309,11,5,1,22,Tuesday,720.560
309,11,5,1,23,Tuesday,575.968
309,11,5,1,24,Tuesday,481.658
310,11,6,1,1,Wednesday,417.508
310,11,6,1,2,Wednesday,377.802
310,11,6,1,3,Wednesday,366.475
310,11,6,1,4,Wednesday,367.671
310,11,6,1,5,Wednesday,398.681
310,11,6,1,6,Wednesday,474.595
310,11,6,1,7,Wednesday,572.781
310,11,6,1,8,Wednesday,618.317
310,11,6,1,9,Wednesday,586.148
310,11,6,1,10,Wednesday,551.244
310,11,6,1,11,Wednesday,546.921
310,11,6,1,12,Wednesday,540.432
310,11,6,1,13,Wednesday,554.261
310,11,6,1,14,Wednesday,557.591
310,11,6,1,15,Wednesday,558.349
310,11,6,1,16,Wednesday,553.114
310,11,6,1,17,Wednesday,568.472
310,11,6,1,18,Wednesday,643.809
310,11,6,1,19,Wednesday,742.043
310,11,6,1,20,Wednesday,814.824
310,11,6,1,21,Wednesday,832.821
310,11,6,1,22,Wednesday,720.560
310,11,6,1,23,Wednesday,575.968
310,11,6,1,24,Wednesday,481.658
311,11,7,1,1,Thursday,417.508
311,11,7,1,2,Thursday,377.802
311,11,7,1,3,Thursday,366.475
311,11,7,1,4,Thursday,367.671
311,11,7,1,5,Thursday,398.681
311,11,7,1,6,Thursday,474.595
311,11,7,1,7,Thursday,572.781
311,11,7,1,8,Thursday,618.317
311,11,7,1,9,Thursday,586.148
311,11,7,1,10,Thursday,551.244
311,11,7,1,11,Thursday,546.921
311,11,7,1,12,Thursday,540.432
311,11,7,1,13,Thursday,554.261
311,11,7,1,14,Thursday,557.591
311,11,7,1,15,Thursday,558.349
311,11,7,1,16,Thursday,553.114
311,11,7,1,17,Thursday,568.472
311,11,7,1,18,Thursday,643.809
311,11,7,1,19,Thursday,742.043
311,11,7,1,20,Thursday,814.824
311,11,7,1,21,Thursday,832.821
311,11,7,1,22,Thursday,720.560
311,11,7,1,23,Thursday,575.968
311,11,7,1,24,Thursday,481.658
312,11,8,1,1,Friday,417.508
312,11,8,1,2,Friday,377.802
312,11,8,1,3,Friday,366.475
312,11,8,1,4,Friday,367.671
312,11,8,1,5,Friday,398.681
312,11,8,1,6,Friday,474.595
312,11,8,1,7,Friday,572.781
312,11,8,1,8,Friday,618.317
312,11,8,1,9,Friday,586.148
312,11,8,1,10,Friday,551.244
312,11,8,1,11,Friday,546.921
312,11,8,1,12,Friday,540.432
312,11,8,1,13,Friday,554.261
312,11,8,1,14,Friday,557.591
312,11,8,1,15,Friday,558.349
312,11,8,1,16,Friday,553.114
312,11,8,1,17,Friday,568.472
312,11,8,1,18,Friday,643.809
312,11,8,1,19,Friday,742.043
312,11,8,1,20,Friday,814.824
312,11,8,1,21,Friday,832.821
312,11,8,1,22,Friday,720.560
312,11,8,1,23,Friday,575.968
312,11,8,1,24,Friday,481.658
313,11,9,1,1,Saturday,437.258
313,11,9,1,2,Saturday,390.269
313,11,9,1,3,Saturday,369.296
313,11,9,1,4,Saturday,367.634
313,11,9,1,5,Saturday,375.706
313,11,9,1,6,Saturday,390.962
313,11,9,1,7,Saturday,470.838
313,11,9,1,8,Saturday,563.591
313,11,9,1,9,Saturday,608.583
313,11,9,1,10,Saturday,686.192
313,11,9,1,11,Saturday,738.450
313,11,9,1,12,Saturday,727.195
313,11,9,1,13,Saturday,706.724
313,11,9,1,14,Saturday,704.287
313,11,9,1,15,Saturday,689.763
313,11,9,1,16,Saturday,700.727
313,11,9,1,17,Saturday,700.796
313,11,9,1,18,Saturday,709.108
313,11,9,1,19,Saturday,778.252
313,11,9,1,20,Saturday,817.397
313,11,9,1,21,Saturday,817.148
313,11,9,1,22,Saturday,735.009
313,11,9,1,23,Saturday,580.364
313,11,9,1,24,Saturday,492.533
314,11,10,1,1,Sunday,437.258
314,11,10,1,2,Sunday,390.269
314,11,10,1,3,Sunday,369.296
314,11,10,1,4,Sunday,367.634
314,11,10,1,5,Sunday,375.706
314,11,10,1,6,Sunday,390.962
314,11,10,1,7,Sunday,470.838
314,11,10,1,8,Sunday,563.591
314,11,10,1,9,Sunday,608.583
314,11,10,1,10,Sunday,686.192
314,11,10,1,11,Sunday,738.450
314,11,10,1,12,Sunday,727.195
314,11,10,1,13,Sunday,706.724
314,11,10,1,14,Sunday,704.287
314,11,10,1,15,Sunday,689.763
314,11,10,1,16,Sunday,700.727
314,11,10,1,17,Sunday,700.796
314,11,10,1,18,Sunday,709.108
314,11,10,1,19,Sunday,778.252
314,11,10,1,20,Sunday,817.397
314,11,10,1,21,Sunday,817.148
314,11,10,1,22,Sunday,735.009
314,11,10,1,23,Sunday,580.364
314,11,10,1,24,Sunday,492.533
315,11,11,1,1,Monday,417.508
315,11,11,1,2,Monday,377.802
315,11,11,1,3,Monday,366.475
315,11,11,1,4,Monday,367.671
315,11,11,1,5,Monday,398.681
315,11,11,1,6,Monday,474.595
315,11,11,1,7,Monday,572.781
315,11,11,1,8,Monday,618.317
315,11,11,1,9,Monday,586.148
315,11,11,1,10,Monday,551.244
315,11,11,1,11,Monday,546.921
315,11,11,1,12,Monday,540.432
315,11,11,1,13,Monday,554.261
315,11,11,1,14,Monday,557.591
315,11,11,1,15,Monday,558.349
315,11,11,1,16,Monday,553.114
315,11,11,1,17,Monday,568.472
315,11,11,1,18,Monday,643.809
315,11,11,1,19,Monday,742.043
315,11,11,1,20,Monday,814.824
315,11,11,1,21,Monday,832.821
315,11,11,1,22,Monday,720.560
315,11,11,1,23,Monday,575.968
315,11,11,1,24,Monday,481.658
316,11,12,1,1,Tuesday,417.508
316,11,12,1,2,Tuesday,377.802
316,11,12,1,3,Tuesday,366.475
316,11,12,1,4,Tuesday,367.671
316,11,12,1,5,Tuesday,398.681
316,11,12,1,6,Tuesday,474.595
316,11,12,1,7,Tuesday,572.781
316,11,12,1,8,Tuesday,618.317
316,11,12,1,9,Tuesday,586.148
316,11,12,1,10,Tuesday,551.244
316,11,12,1,11,Tuesday,546.921
316,11,12,1,12,Tuesday,540.432
316,11,12,1,13,Tuesday,554.261
316,11,12,1,14,Tuesday,557.591
316,11,12,1,15,Tuesday,558.349
316,11,12,1,16,Tuesday,553.114
316,11,12,1,17,Tuesday,568.472
316,11,12,1,18,Tuesday,643.809
316,11,12,1,19,Tuesday,742.043
316,11,12,1,20,Tuesday,814.824
316,11,12,1,21,Tuesday,832.821
316,11,12,1,22,Tuesday,720.560
316,11,12,1,23,Tuesday,575.968
316,11,12,1,24,Tuesday,481.658
317,11,13,1,1,Wednesday,417.508
317,11,13,1,2,Wednesday,377.802
317,11,13,1,3,Wednesday,366.475
317,11,13,1,4,Wednesday,367.671
317,11,13,1,5,Wednesday,398.681
317,11,13,1,6,Wednesday,474.595
317,11,13,1,7,Wednesday,572.781
317,11,13,1,8,Wednesday,618.317
317,11,13,1,9,Wednesday,586.148
317,11,13,1,10,Wednesday,551.244
317,11,13,1,11,Wednesday,546.921
317,11,13,1,12,Wednesday,540.432
317,11,13,1,13,Wednesday,554.261
317,11,13,1,14,Wednesday,557.591
317,11,13,1,15,Wednesday,558.349
317,11,13,1,16,Wednesday,553.114
317,11,13,1,17,Wednesday,568.472
317,11,13,1,18,Wednesday,643.809
317,11,13,1,19,Wednesday,742.043
317,11,13,1,20,Wednesday,814.824
317,11,13,1,21,Wednesday,832.821
317,11,13,1,22,Wednesday,720.560
317,11,13,1,23,Wednesday,575.968
317,11,13,1,24,Wednesday,481.658
318,11,14,1,1,Thursday,417.508
318,11,14,1,2,Thursday,377.802
318,11,14,1,3,Thursday,366.475
318,11,14,1,4,Thursday,367.671
318,11,14,1,5,Thursday,398.681
318,11,14,1,6,Thursday,474.595
318,11,14,1,7,Thursday,572.781
318,11,14,1,8,Thursday,618.317
318,11,14,1,9,Thursday,586.148
318,11,14,1,10,Thursday,551.244
318,11,14,1,11,Thursday,546.921
318,11,14,1,12,Thursday,540.432
318,11,14,1,13,Thursday,554.261
318,11,14,1,14,Thursday,557.591
318,11,14,1,15,Thursday,558.349
318,11,14,1,16,Thursday,553.114
318,11,14,1,17,Thursday,568.472
318,11,14,1,18,Thursday,643.809
318,11,14,1,19,Thursday,742.043
318,11,14,1,20,Thursday,814.824
318,11,14,1,21,Thursday,832.821
318,11,14,1,22,Thursday,720.560
318,11,14,1,23,Thursday,575.968
318,11,14,1,24,Thursday,481.658
319,11,15,1,1,Friday,417.508
319,11,15,1,2,Friday,377.802
319,11,15,1,3,Friday,366.475
319,11,15,1,4,Friday,367.671
319,11,15,1,5,Friday,398.681
319,11,15,1,6,Friday,474.595
319,11,15,1,7,Friday,572.781
319,11,15,1,8,Friday,618.317
319,11,15,1,9,Friday,586.148
319,11,15,1,10,Friday,551.244
319,11,15,1,11,Friday,546.921
319,11,15,1,12,Friday,540.432
319,11,15,1,13,Friday,554.261
319,11,15,1,14,Friday,557.591
319,11,15,1,15,Friday,558.349
319,11,15,1,16,Friday,553.114
319,11,15,1,17,Friday,568.472
319,11,15,1,18,Friday,643.809
319,11,15,1,19,Friday,742.043
319,11,15,1,20,Friday,814.824
319,11,15,1,21,Friday,832.821
319,11,15,1,22,Friday,720.560
319,11,15,1,23,Friday,575.968
319,11,15,1,24,Friday,481.658
320,11,16,1,1,Saturday,437.258
320,11,16,1,2,Saturday,390.269
320,11,16,1,3,Saturday,369.296
320,11,16,1,4,Saturday,367.634
320,11,16,1,5,Saturday,375.706
320,11,16,1,6,Saturday,390.962
320,11,16,1,7,Saturday,470.838
320,11,16,1,8,Saturday,563.591
320,11,16,1,9,Saturday,608.583
320,11,16,1,10,Saturday,686.192
320,11,16,1,11,Saturday,738.450
320,11,16,1,12,Saturday,727.195
320,11,16,1,13,Saturday,706.724
320,11,16,1,14,Saturday,704.287
320,11,16,1,15,Saturday,689.763
320,11,16,1,16,Saturday,700.727
320,11,16,1,17,Saturday,700.796
320,11,16,1,18,Saturday,709.108
320,11,16,1,19,Saturday,778.252
320,11,16,1,20,Saturday,817.397
320,11,16,1,21,Saturday,817.148
320,11,16,1,22,Saturday,735.009
320,11,16,1,23,Saturday,580.364
320,11,16,1,24,Saturday,492.533
321,11,17,1,1,Sunday,437.258
321,11,17,1,2,Sunday,390.269
321,11,17,1,3,Sunday,369.296
321,11,17,1,4,Sunday,367.634
321,11,17,1,5,Sunday,375.706
321,11,17,1,6,Sunday,390.962
321,11,17,1,7,Sunday,470.838
321,11,17,1,8,Sunday,563.591
321,11,17,1,9,Sunday,608.583
321,11,17,1,10,Sunday,686.192
321,11,17,1,11,Sunday,738.450
321,11,17,1,12,Sunday,727.195
321,11,17,1,13,Sunday,706.724
321,11,17,1,14,Sunday,704.287
321,11,17,1,15,Sunday,689.763
321,11,17,1,16,Sunday,700.727
321,11,17,1,17,Sunday,700.796
321,11,17,1,18,Sunday,709.108
321,11,17,1,19,Sunday,778.252
321,11,17,1,20,Sunday,817.397
321,11,17,1,21,Sunday,817.148
321,11,17,1,22,Sunday,735.009
321,11,17,1,23,Sunday,580.364
321,11,17,1,24,Sunday,492.533
322,11,18,1,1,Monday,417.508
322,11,18,1,2,Monday,377.802
322,11,18,1,3,Monday,366.475
322,11,18,1,4,Monday,367.671
322,11,18,1,5,Monday,398.681
322,11,18,1,6,Monday,474.595
322,11,18,1,7,Monday,572.781
322,11,18,1,8,Monday,618.317
322,11,18,1,9,Monday,586.148
322,11,18,1,10,Monday,551.244
322,11,18,1,11,Monday,546.921
322,11,18,1,12,Monday,540.432
322,11,18,1,13,Monday,554.261
322,11,18,1,14,Monday,557.591
322,11,18,1,15,Monday,558.349
322,11,18,1,16,Monday,553.114
322,11,18,1,17,Monday,568.472
322,11,18,1,18,Monday,643.809
322,11,18,1,19,Monday,742.043
322,11,18,1,20,Monday,814.824
322,11,18,1,21,Monday,832.821
322,11,18,1,22,Monday,720.560
322,11,18,1,23,Monday,575.968
322,11,18,1,24,Monday,481.658
323,11,19,1,1,Tuesday,417.508
323,11,19,1,2,Tuesday,377.802
323,11,19,1,3,Tuesday,366.475
323,11,19,1,4,Tuesday,367.671
323,11,19,1,5,Tuesday,398.681
323,11,19,1,6,Tuesday,474.595
323,11,19,1,7,Tuesday,572.781
323,11,19,1,8,Tuesday,618.317
323,11,19,1,9,Tuesday,586.148
323,11,19,1,10,Tuesday,551.244
323,11,19,1,11,Tuesday,546.921
323,11,19,1,12,Tuesday,540.432
323,11,19,1,13,Tuesday,554.261
323,11,19,1,14,Tuesday,557.591
323,11,19,1,15,Tuesday,558.349
323,11,19,1,16,Tuesday,553.114
323,11,19,1,17,Tuesday,568.472
323,11,19,1,18,Tuesday,643.809
323,11,19,1,19,Tuesday,742.043
323,11,19,1,20,Tuesday,814.824
323,11,19,1,21,Tuesday,832.821
323,11,19,1,22,Tuesday,720.560
323,11,19,1,23,Tuesday,575.968
323,11,19,1,24,Tuesday,481.658
324,11,20,1,1,Wednesday,417.508
324,11,20,1,2,Wednesday,377.802
324,11,20,1,3,Wednesday,366.475
324,11,20,1,4,Wednesday,367.671
324,11,20,1,5,Wednesday,398.681
324,11,20,1,6,Wednesday,474.595
324,11,20,1,7,Wednesday,572.781
324,11,20,1,8,Wednesday,618.317
324,11,20,1,9,Wednesday,586.148
324,11,20,1,10,Wednesday,551.244
324,11,20,1,11,Wednesday,546.921
324,11,20,1,12,Wednesday,540.432
324,11,20,1,13,Wednesday,554.261
324,11,20,1,14,Wednesday,557.591
324,11,20,1,15,Wednesday,558.349
324,11,20,1,16,Wednesday,553.114
324,11,20,1,17,Wednesday,568.472
324,11,20,1,18,Wednesday,643.809
324,11,20,1,19,Wednesday,742.043
324,11,20,1,20,Wednesday,814.824
324,11,20,1,21,Wednesday,832.821
324,11,20,1,22,Wednesday,720.560
324,11,20,1,23,Wednesday,575.968
324,11,20,1,24,Wednesday,481.658
325,11,21,1,1,Thursday,417.508
325,11,21,1,2,Thursday,377.802
325,11,21,1,3,Thursday,366.475
325,11,21,1,4,Thursday,367.671
325,11,21,1,5,Thursday,398.681
325,11,21,1,6,Thursday,474.595
325,11,21,1,7,Thursday,572.781
325,11,21,1,8,Thursday,618.317
325,11,21,1,9,Thursday,586.148
325,11,21,1,10,Thursday,551.244
325,11,21,1,11,Thursday,546.921
325,11,21,1,12,Thursday,540.432
325,11,21,1,13,Thursday,554.261
325,11,21,1,14,Thursday,557.591
325,11,21,1,15,Thursday,558.349
325,11,21,1,16,Thursday,553.114
325,11,21,1,17,Thursday,568.472
325,11,21,1,18,Thursday,643.809
325,11,21,1,19,Thursday,742.043
325,11,21,1,20,Thursday,814.824
325,11,21,1,21,Thursday,832.821
325,11,21,1,22,Thursday,720.560
325,11,21,1,23,Thursday,575.968
325,11,21,1,24,Thursday,481.658
326,11,22,1,1,Friday,417.508
326,11,22,1,2,Friday,377.802
326,11,22,1,3,Friday,366.475
326,11,22,1,4,Friday,367.671
326,11,22,1,5,Friday,398.681
326,11,22,1,6,Friday,474.595
326,11,22,1,7,Friday,572.781
326,11,22,1,8,Friday,618.317
326,11,22,1,9,Friday,586.148
326,11,22,1,10,Friday,551.244
326,11,22,1,11,Friday,546.921
326,11,22,1,12,Friday,540.432
326,11,22,1,13,Friday,554.261
326,11,22,1,14,Friday,557.591
326,11,22,1,15,Friday,558.349
326,11,22,1,16,Friday,553.114
326,11,22,1,17,Friday,568.472
326,11,22,1,18,Friday,643.809
326,11,22,1,19,Friday,742.043
326,11,22,1,20,Friday,814.824
326,11,22,1,21,Friday,832.821
326,11,22,1,22,Friday,720.560
326,11,22,1,23,Friday,575.968
326,11,22,1,24,Friday,481.658
327,11,23,1,1,Saturday,437.258
327,11,23,1,2,Saturday,390.269
327,11,23,1,3,Saturday,369.296
327,11,23,1,4,Saturday,367.634
327,11,23,1,5,Saturday,375.706
327,11,23,1,6,Saturday,390.962
327,11,23,1,7,Saturday,470.838
327,11,23,1,8,Saturday,563.591
327,11,23,1,9,Saturday,608.583
327,11,23,1,10,Saturday,686.192
327,11,23,1,11,Saturday,738.450
327,11,23,1,12,Saturday,727.195
327,11,23,1,13,Saturday,706.724
327,11,23,1,14,Saturday,704.287
327,11,23,1,15,Saturday,689.763
327,11,23,1,16,Saturday,700.727
327,11,23,1,17,Saturday,700.796
327,11,23,1,18,Saturday,709.108
327,11,23,1,19,Saturday,778.252
327,11,23,1,20,Saturday,817.397
327,11,23,1,21,Saturday,817.148
327,11,23,1,22,Saturday,735.009
327,11,23,1,23,Saturday,580.364
327,11,23,1,24,Saturday,492.533
328,11,24,1,1,Sunday,437.258
328,11,24,1,2,Sunday,390.269
328,11,24,1,3,Sunday,369.296
328,11,24,1,4,Sunday,367.634
328,11,24,1,5,Sunday,375.706
328,11,24,1,6,Sunday,390.962
328,11,24,1,7,Sunday,470.838
328,11,24,1,8,Sunday,563.591
328,11,24,1,9,Sunday,608.583
328,11,24,1,10,Sunday,686.192
328,11,24,1,11,Sunday,738.450
328,11,24,1,12,Sunday,727.195
328,11,24,1,13,Sunday,706.724
328,11,24,1,14,Sunday,704.287
328,11,24,1,15,Sunday,689.763
328,11,24,1,16,Sunday,700.727
328,11,24,1,17,Sunday,700.796
328,11,24,1,18,Sunday,709.108
328,11,24,1,19,Sunday,778.252
328,11,24,1,20,Sunday,817.397
328,11,24,1,21,Sunday,817.148
328,11,24,1,22,Sunday,735.009
328,11,24,1,23,Sunday,580.364
328,11,24,1,24,Sunday,492.533
329,11,25,1,1,Monday,417.508
329,11,25,1,2,Monday,377.802
329,11,25,1,3,Monday,366.475
329,11,25,1,4,Monday,367.671
329,11,25,1,5,Monday,398.681
329,11,25,1,6,Monday,474.595
329,11,25,1,7,Monday,572.781
329,11,25,1,8,Monday,618.317
329,11,25,1,9,Monday,586.148
329,11,25,1,10,Monday,551.244
329,11,25,1,11,Monday,546.921
329,11,25,1,12,Monday,540.432
329,11,25,1,13,Monday,554.261
329,11,25,1,14,Monday,557.591
329,11,25,1,15,Monday,558.349
329,11,25,1,16,Monday,553.114
329,11,25,1,17,Monday,568.472
329,11,25,1,18,Monday,643.809
329,11,25,1,19,Monday,742.043
329,11,25,1,20,Monday,814.824
329,11,25,1,21,Monday,832.821
329,11,25,1,22,Monday,720.560
329,11,25,1,23,Monday,575.968
329,11,25,1,24,Monday,481.658
330,11,26,1,1,Tuesday,417.508
330,11,26,1,2,Tuesday,377.802
330,11,26,1,3,Tuesday,366.475
330,11,26,1,4,Tuesday,367.671
330,11,26,1,5,Tuesday,398.681
330,11,26,1,6,Tuesday,474.595
330,11,26,1,7,Tuesday,572.781
330,11,26,1,8,Tuesday,618.317
330,11,26,1,9,Tuesday,586.148
330,11,26,1,10,Tuesday,551.244
330,11,26,1,11,Tuesday,546.921
330,11,26,1,12,Tuesday,540.432
330,11,26,1,13,Tuesday,554.261
330,11,26,1,14,Tuesday,557.591
330,11,26,1,15,Tuesday,558.349
330,11,26,1,16,Tuesday,553.114
330,11,26,1,17,Tuesday,568.472
330,11,26,1,18,Tuesday,643.809
330,11,26,1,19,Tuesday,742.043
330,11,26,1,20,Tuesday,814.824
330,11,26,1,21,Tuesday,832.821
330,11,26,1,22,Tuesday,720.560
330,11,26,1,23,Tuesday,575.968
330,11,26,1,24,Tuesday,481.658
331,11,27,1,1,Wednesday,417.508
331,11,27,1,2,Wednesday,377.802
331,11,27,1,3,Wednesday,366.475
331,11,27,1,4,Wednesday,367.671
331,11,27,1,5,Wednesday,398.681
331,11,27,1,6,Wednesday,474.595
331,11,27,1,7,Wednesday,572.781
331,11,27,1,8,Wednesday,618.317
331,11,27,1,9,Wednesday,586.148
331,11,27,1,10,Wednesday,551.244
331,11,27,1,11,Wednesday,546.921
331,11,27,1,12,Wednesday,540.432
331,11,27,1,13,Wednesday,554.261
331,11,27,1,14,Wednesday,557.591
331,11,27,1,15,Wednesday,558.349
331,11,27,1,16,Wednesday,553.114
331,11,27,1,17,Wednesday,568.472
331,11,27,1,18,Wednesday,643.809
331,11,27,1,19,Wednesday,742.043
331,11,27,1,20,Wednesday,814.824
331,11,27,1,21,Wednesday,832.821
331,11,27,1,22,Wednesday,720.560
331,11,27,1,23,Wednesday,575.968
331,11,27,1,24,Wednesday,481.658
332,11,28,1,1,Thursday,417.508
332,11,28,1,2,Thursday,377.802
332,11,28,1,3,Thursday,366.475
332,11,28,1,4,Thursday,367.671
332,11,28,1,5,Thursday,398.681
332,11,28,1,6,Thursday,474.595
332,11,28,1,7,Thursday,572.781
332,11,28,1,8,Thursday,618.317
332,11,28,1,9,Thursday,586.148
332,11,28,1,10,Thursday,551.244
332,11,28,1,11,Thursday,546.921
332,11,28,1,12,Thursday,540.432
332,11,28,1,13,Thursday,554.261
332,11,28,1,14,Thursday,557.591
332,11,28,1,15,Thursday,558.349
332,11,28,1,16,Thursday,553.114
332,11,28,1,17,Thursday,568.472
332,11,28,1,18,Thursday,643.809
332,11,28,1,19,Thursday,742.043
332,11,28,1,20,Thursday,814.824
332,11,28,1,21,Thursday,832.821
332,11,28,1,22,Thursday,720.560
332,11,28,1,23,Thursday,575.968
332,11,28,1,24,Thursday,481.658
333,11,29,1,1,Friday,417.508
333,11,29,1,2,Friday,377.802
333,11,29,1,3,Friday,366.475
333,11,29,1,4,Friday,367.671
333,11,29,1,5,Friday,398.681
333,11,29,1,6,Friday,474.595
333,11,29,1,7,Friday,572.781
333,11,29,1,8,Friday,618.317
333,11,29,1,9,Friday,586.148
333,11,29,1,10,Friday,551.244
333,11,29,1,11,Friday,546.921
333,11,29,1,12,Friday,540.432
333,11,29,1,13,Friday,554.261
333,11,29,1,14,Friday,557.591
333,11,29,1,15,Friday,558.349
333,11,29,1,16,Friday,553.114
333,11,29,1,17,Friday,568.472
333,11,29,1,18,Friday,643.809
333,11,29,1,19,Friday,742.043
333,11,29,1,20,Friday,814.824
333,11,29,1,21,Friday,832.821
333,11,29,1,22,Friday,720.560
333,11,29,1,23,Friday,575.968
333,11,29,1,24,Friday,481.658
334,11,30,1,1,Saturday,437.258
334,11,30,1,2,Saturday,390.269
334,11,30,1,3,Saturday,369.296
