Day of Simulation[],Month[],Day of Month[],DST Indicator[1=yes 0=no],Hour[],DayType,Power Cook IT Light Other White
309,11,5,1,2,Tuesday,384.372
309,11,5,1,3,Tuesday,372.878
309,11,5,1,4,Tuesday,374.144
309,11,5,1,5,Tuesday,405.467
309,11,5,1,6,Tuesday,492.681
309,11,5,1,7,Tuesday,624.505
309,11,5,1,8,Tuesday,661.077
309,11,5,1,9,Tuesday,629.877
309,11,5,1,10,Tuesday,596.346
309,11,5,1,11,Tuesday,603.787
309,11,5,1,12,Tuesday,625.006
309,11,5,1,13,Tuesday,640.856
309,11,5,1,14,Tuesday,635.963
309,11,5,1,15,Tuesday,672.294
309,11,5,1,16,Tuesday,922.784
309,11,5,1,17,Tuesday,1345.634
309,11,5,1,18,Tuesday,1317.69
309,11,5,1,19,Tuesday,1251.968
309,11,5,1,20,Tuesday,1123.85
309,11,5,1,21,Tuesday,936.808
309,11,5,1,22,Tuesday,758.019
309,11,5,1,23,Tuesday,596.302
309,11,5,1,24,Tuesday,499.27
310,11,6,1,1,Wednesday,428.528
310,11,6,1,2,Wednesday,384.372
310,11,6,1,3,Wednesday,372.878
310,11,6,1,4,Wednesday,374.144
310,11,6,1,5,Wednesday,405.467
310,11,6,1,6,Wednesday,492.681
310,11,6,1,7,Wednesday,624.505
310,11,6,1,8,Wednesday,661.077
310,11,6,1,9,Wednesday,629.877
310,11,6,1,10,Wednesday,596.346
310,11,6,1,11,Wednesday,603.787
310,11,6,1,12,Wednesday,625.006
310,11,6,1,13,Wednesday,640.856
310,11,6,1,14,Wednesday,635.963
310,11,6,1,15,Wednesday,672.294
310,11,6,1,16,Wednesday,922.784
310,11,6,1,17,Wednesday,1345.634
310,11,6,1,18,Wednesday,1317.69
310,11,6,1,19,Wednesday,1251.968
310,11,6,1,20,Wednesday,1123.85
310,11,6,1,21,Wednesday,936.808
310,11,6,1,22,Wednesday,758.019
310,11,6,1,23,Wednesday,596.302
310,11,6,1,24,Wednesday,499.27
311,11,7,1,1,Thursday,428.528
311,11,7,1,2,Thursday,384.372
311,11,7,1,3,Thursday,372.878
311,11,7,1,4,Thursday,374.144
311,11,7,1,5,Thursday,405.467
311,11,7,1,6,Thursday,492.681
311,11,7,1,7,Thursday,624.505
311,11,7,1,8,Thursday,661.077
311,11,7,1,9,Thursday,629.877
311,11,7,1,10,Thursday,596.346
311,11,7,1,11,Thursday,603.787
311,11,7,1,12,Thursday,625.006
311,11,7,1,13,Thursday,640.856
311,11,7,1,14,Thursday,635.963
311,11,7,1,15,Thursday,672.294
311,11,7,1,16,Thursday,922.784
311,11,7,1,17,Thursday,1345.634
311,11,7,1,18,Thursday,1317.69
311,11,7,1,19,Thursday,1251.968
311,11,7,1,20,Thursday,1123.85
311,11,7,1,21,Thursday,936.808
311,11,7,1,22,Thursday,758.019
311,11,7,1,23,Thursday,596.302
311,11,7,1,24,Thursday,499.27
312,11,8,1,1,Friday,428.528
312,11,8,1,2,Friday,384.372
312,11,8,1,3,Friday,372.878
312,11,8,1,4,Friday,374.144
312,11,8,1,5,Friday,405.467
312,11,8,1,6,Friday,492.681
312,11,8,1,7,Friday,624.505
312,11,8,1,8,Friday,661.077
312,11,8,1,9,Friday,629.877
312,11,8,1,10,Friday,596.346
312,11,8,1,11,Friday,603.787
312,11,8,1,12,Friday,625.006
312,11,8,1,13,Friday,640.856
312,11,8,1,14,Friday,635.963
312,11,8,1,15,Friday,672.294
312,11,8,1,16,Friday,922.784
312,11,8,1,17,Friday,1345.634
312,11,8,1,18,Friday,1317.69
312,11,8,1,19,Friday,1251.968
312,11,8,1,20,Friday,1123.85
312,11,8,1,21,Friday,936.808
312,11,8,1,22,Friday,758.019
312,11,8,1,23,Friday,596.302
312,11,8,1,24,Friday,499.27
313,11,9,1,1,Saturday,444.262
313,11,9,1,2,Saturday,396.27
313,11,9,1,3,Saturday,375.174
313,11,9,1,4,Saturday,373.613
313,11,9,1,5,Saturday,381.712
313,11,9,1,6,Saturday,411.842
313,11,9,1,7,Saturday,515.188
313,11,9,1,8,Saturday,648.661
313,11,9,1,9,Saturday,722.228
313,11,9,1,10,Saturday,816.474
313,11,9,1,11,Saturday,919.263
313,11,9,1,12,Saturday,930.234
313,11,9,1,13,Saturday,895.846
313,11,9,1,14,Saturday,881.293
313,11,9,1,15,Saturday,867.31
313,11,9,1,16,Saturday,988.446
313,11,9,1,17,Saturday,1315.53
313,11,9,1,18,Saturday,1277.316
313,11,9,1,19,Saturday,1160.007
313,11,9,1,20,Saturday,1008.107
313,11,9,1,21,Saturday,886.719
313,11,9,1,22,Saturday,765.678
313,11,9,1,23,Saturday,595.208
313,11,9,1,24,Saturday,503.042
314,11,10,1,1,Sunday,444.262
314,11,10,1,2,Sunday,396.27
314,11,10,1,3,Sunday,375.174
314,11,10,1,4,Sunday,373.613
314,11,10,1,5,Sunday,381.712
314,11,10,1,6,Sunday,411.842
314,11,10,1,7,Sunday,515.188
314,11,10,1,8,Sunday,648.661
314,11,10,1,9,Sunday,722.228
314,11,10,1,10,Sunday,816.474
314,11,10,1,11,Sunday,919.263
314,11,10,1,12,Sunday,930.234
314,11,10,1,13,Sunday,895.846
314,11,10,1,14,Sunday,881.293
314,11,10,1,15,Sunday,867.31
314,11,10,1,16,Sunday,988.446
314,11,10,1,17,Sunday,1315.53
314,11,10,1,18,Sunday,1277.316
314,11,10,1,19,Sunday,1160.007
314,11,10,1,20,Sunday,1008.107
314,11,10,1,21,Sunday,886.719
314,11,10,1,22,Sunday,765.678
314,11,10,1,23,Sunday,595.208
314,11,10,1,24,Sunday,503.042
315,11,11,1,1,Monday,428.528
315,11,11,1,2,Monday,384.372
315,11,11,1,3,Monday,372.878
315,11,11,1,4,Monday,374.144
315,11,11,1,5,Monday,405.467
315,11,11,1,6,Monday,492.681
315,11,11,1,7,Monday,624.505
315,11,11,1,8,Monday,661.077
315,11,11,1,9,Monday,629.877
315,11,11,1,10,Monday,596.346
315,11,11,1,11,Monday,603.787
315,11,11,1,12,Monday,625.006
315,11,11,1,13,Monday,640.856
315,11,11,1,14,Monday,635.963
315,11,11,1,15,Monday,672.294
315,11,11,1,16,Monday,922.784
315,11,11,1,17,Monday,1345.634
315,11,11,1,18,Monday,1317.69
315,11,11,1,19,Monday,1251.968
315,11,11,1,20,Monday,1123.85
315,11,11,1,21,Monday,936.808
315,11,11,1,22,Monday,758.019
315,11,11,1,23,Monday,596.302
315,11,11,1,24,Monday,499.27
316,11,12,1,1,Tuesday,428.528
316,11,12,1,2,Tuesday,384.372
316,11,12,1,3,Tuesday,372.878
316,11,12,1,4,Tuesday,374.144
316,11,12,1,5,Tuesday,405.467
316,11,12,1,6,Tuesday,492.681
316,11,12,1,7,Tuesday,624.505
316,11,12,1,8,Tuesday,661.077
316,11,12,1,9,Tuesday,629.877
316,11,12,1,10,Tuesday,596.346
316,11,12,1,11,Tuesday,603.787
316,11,12,1,12,Tuesday,625.006
316,11,12,1,13,Tuesday,640.856
316,11,12,1,14,Tuesday,635.963
316,11,12,1,15,Tuesday,672.294
316,11,12,1,16,Tuesday,922.784
316,11,12,1,17,Tuesday,1345.634
316,11,12,1,18,Tuesday,1317.69
316,11,12,1,19,Tuesday,1251.968
316,11,12,1,20,Tuesday,1123.85
316,11,12,1,21,Tuesday,936.808
316,11,12,1,22,Tuesday,758.019
316,11,12,1,23,Tuesday,596.302
316,11,12,1,24,Tuesday,499.27
317,11,13,1,1,Wednesday,428.528
317,11,13,1,2,Wednesday,384.372
317,11,13,1,3,Wednesday,372.878
317,11,13,1,4,Wednesday,374.144
317,11,13,1,5,Wednesday,405.467
317,11,13,1,6,Wednesday,492.681
317,11,13,1,7,Wednesday,624.505
317,11,13,1,8,Wednesday,661.077
317,11,13,1,9,Wednesday,629.877
317,11,13,1,10,Wednesday,596.346
317,11,13,1,11,Wednesday,603.787
317,11,13,1,12,Wednesday,625.006
317,11,13,1,13,Wednesday,640.856
317,11,13,1,14,Wednesday,635.963
317,11,13,1,15,Wednesday,672.294
317,11,13,1,16,Wednesday,922.784
317,11,13,1,17,Wednesday,1345.634
317,11,13,1,18,Wednesday,1317.69
317,11,13,1,19,Wednesday,1251.968
317,11,13,1,20,Wednesday,1123.85
317,11,13,1,21,Wednesday,936.808
317,11,13,1,22,Wednesday,758.019
317,11,13,1,23,Wednesday,596.302
317,11,13,1,24,Wednesday,499.27
318,11,14,1,1,Thursday,428.528
318,11,14,1,2,Thursday,384.372
318,11,14,1,3,Thursday,372.878
318,11,14,1,4,Thursday,374.144
318,11,14,1,5,Thursday,405.467
318,11,14,1,6,Thursday,492.681
318,11,14,1,7,Thursday,624.505
318,11,14,1,8,Thursday,661.077
318,11,14,1,9,Thursday,629.877
318,11,14,1,10,Thursday,596.346
318,11,14,1,11,Thursday,603.787
318,11,14,1,12,Thursday,625.006
318,11,14,1,13,Thursday,640.856
318,11,14,1,14,Thursday,635.963
318,11,14,1,15,Thursday,672.294
318,11,14,1,16,Thursday,922.784
318,11,14,1,17,Thursday,1345.634
318,11,14,1,18,Thursday,1317.69
318,11,14,1,19,Thursday,1251.968
318,11,14,1,20,Thursday,1123.85
318,11,14,1,21,Thursday,936.808
318,11,14,1,22,Thursday,758.019
318,11,14,1,23,Thursday,596.302
318,11,14,1,24,Thursday,499.27
319,11,15,1,1,Friday,428.528
319,11,15,1,2,Friday,384.372
319,11,15,1,3,Friday,372.878
319,11,15,1,4,Friday,374.144
319,11,15,1,5,Friday,405.467
319,11,15,1,6,Friday,492.681
319,11,15,1,7,Friday,624.505
319,11,15,1,8,Friday,661.077
319,11,15,1,9,Friday,629.877
319,11,15,1,10,Friday,596.346
319,11,15,1,11,Friday,603.787
319,11,15,1,12,Friday,625.006
319,11,15,1,13,Friday,640.856
319,11,15,1,14,Friday,635.963
319,11,15,1,15,Friday,672.294
319,11,15,1,16,Friday,922.784
319,11,15,1,17,Friday,1345.634
319,11,15,1,18,Friday,1317.69
319,11,15,1,19,Friday,1251.968
319,11,15,1,20,Friday,1123.85
319,11,15,1,21,Friday,936.808
319,11,15,1,22,Friday,758.019
319,11,15,1,23,Friday,596.302
319,11,15,1,24,Friday,499.27
320,11,16,1,1,Saturday,444.262
320,11,16,1,2,Saturday,396.27
320,11,16,1,3,Saturday,375.174
320,11,16,1,4,Saturday,373.613
320,11,16,1,5,Saturday,381.712
320,11,16,1,6,Saturday,411.842
320,11,16,1,7,Saturday,515.188
320,11,16,1,8,Saturday,648.661
320,11,16,1,9,Saturday,722.228
320,11,16,1,10,Saturday,816.474
320,11,16,1,11,Saturday,919.263
320,11,16,1,12,Saturday,930.234
320,11,16,1,13,Saturday,895.846
320,11,16,1,14,Saturday,881.293
320,11,16,1,15,Saturday,867.31
320,11,16,1,16,Saturday,988.446
320,11,16,1,17,Saturday,1315.53
320,11,16,1,18,Saturday,1277.316
320,11,16,1,19,Saturday,1160.007
320,11,16,1,20,Saturday,1008.107
320,11,16,1,21,Saturday,886.719
320,11,16,1,22,Saturday,765.678
320,11,16,1,23,Saturday,595.208
320,11,16,1,24,Saturday,503.042
321,11,17,1,1,Sunday,444.262
321,11,17,1,2,Sunday,396.27
321,11,17,1,3,Sunday,375.174
321,11,17,1,4,Sunday,373.613
321,11,17,1,5,Sunday,381.712
321,11,17,1,6,Sunday,411.842
321,11,17,1,7,Sunday,515.188
321,11,17,1,8,Sunday,648.661
321,11,17,1,9,Sunday,722.228
321,11,17,1,10,Sunday,816.474
321,11,17,1,11,Sunday,919.263
321,11,17,1,12,Sunday,930.234
321,11,17,1,13,Sunday,895.846
321,11,17,1,14,Sunday,881.293
321,11,17,1,15,Sunday,867.31
321,11,17,1,16,Sunday,988.446
321,11,17,1,17,Sunday,1315.53
321,11,17,1,18,Sunday,1277.316
321,11,17,1,19,Sunday,1160.007
321,11,17,1,20,Sunday,1008.107
321,11,17,1,21,Sunday,886.719
321,11,17,1,22,Sunday,765.678
321,11,17,1,23,Sunday,595.208
321,11,17,1,24,Sunday,503.042
322,11,18,1,1,Monday,428.528
322,11,18,1,2,Monday,384.372
322,11,18,1,3,Monday,372.878
322,11,18,1,4,Monday,374.144
322,11,18,1,5,Monday,405.467
322,11,18,1,6,Monday,492.681
322,11,18,1,7,Monday,624.505
322,11,18,1,8,Monday,661.077
322,11,18,1,9,Monday,629.877
322,11,18,1,10,Monday,596.346
322,11,18,1,11,Monday,603.787
322,11,18,1,12,Monday,625.006
322,11,18,1,13,Monday,640.856
322,11,18,1,14,Monday,635.963
322,11,18,1,15,Monday,672.294
322,11,18,1,16,Monday,922.784
322,11,18,1,17,Monday,1345.634
322,11,18,1,18,Monday,1317.69
322,11,18,1,19,Monday,1251.968
322,11,18,1,20,Monday,1123.85
322,11,18,1,21,Monday,936.808
322,11,18,1,22,Monday,758.019
322,11,18,1,23,Monday,596.302
322,11,18,1,24,Monday,499.27
323,11,19,1,1,Tuesday,428.528
323,11,19,1,2,Tuesday,384.372
323,11,19,1,3,Tuesday,372.878
323,11,19,1,4,Tuesday,374.144
323,11,19,1,5,Tuesday,405.467
323,11,19,1,6,Tuesday,492.681
323,11,19,1,7,Tuesday,624.505
323,11,19,1,8,Tuesday,661.077
323,11,19,1,9,Tuesday,629.877
323,11,19,1,10,Tuesday,596.346
323,11,19,1,11,Tuesday,603.787
323,11,19,1,12,Tuesday,625.006
323,11,19,1,13,Tuesday,640.856
323,11,19,1,14,Tuesday,635.963
323,11,19,1,15,Tuesday,672.294
323,11,19,1,16,Tuesday,922.784
323,11,19,1,17,Tuesday,1345.634
323,11,19,1,18,Tuesday,1317.69
323,11,19,1,19,Tuesday,1251.968
323,11,19,1,20,Tuesday,1123.85
323,11,19,1,21,Tuesday,936.808
323,11,19,1,22,Tuesday,758.019
323,11,19,1,23,Tuesday,596.302
323,11,19,1,24,Tuesday,499.27
324,11,20,1,1,Wednesday,428.528
324,11,20,1,2,Wednesday,384.372
324,11,20,1,3,Wednesday,372.878
324,11,20,1,4,Wednesday,374.144
324,11,20,1,5,Wednesday,405.467
324,11,20,1,6,Wednesday,492.681
324,11,20,1,7,Wednesday,624.505
324,11,20,1,8,Wednesday,661.077
324,11,20,1,9,Wednesday,629.877
324,11,20,1,10,Wednesday,596.346
324,11,20,1,11,Wednesday,603.787
324,11,20,1,12,Wednesday,625.006
324,11,20,1,13,Wednesday,640.856
324,11,20,1,14,Wednesday,635.963
324,11,20,1,15,Wednesday,672.294
324,11,20,1,16,Wednesday,922.784
324,11,20,1,17,Wednesday,1345.634
324,11,20,1,18,Wednesday,1317.69
324,11,20,1,19,Wednesday,1251.968
324,11,20,1,20,Wednesday,1123.85
324,11,20,1,21,Wednesday,936.808
324,11,20,1,22,Wednesday,758.019
324,11,20,1,23,Wednesday,596.302
324,11,20,1,24,Wednesday,499.27
325,11,21,1,1,Thursday,428.528
325,11,21,1,2,Thursday,384.372
325,11,21,1,3,Thursday,372.878
325,11,21,1,4,Thursday,374.144
325,11,21,1,5,Thursday,405.467
325,11,21,1,6,Thursday,492.681
325,11,21,1,7,Thursday,624.505
325,11,21,1,8,Thursday,661.077
325,11,21,1,9,Thursday,629.877
325,11,21,1,10,Thursday,596.346
325,11,21,1,11,Thursday,603.787
325,11,21,1,12,Thursday,625.006
325,11,21,1,13,Thursday,640.856
325,11,21,1,14,Thursday,635.963
325,11,21,1,15,Thursday,672.294
325,11,21,1,16,Thursday,922.784
325,11,21,1,17,Thursday,1345.634
325,11,21,1,18,Thursday,1317.69
325,11,21,1,19,Thursday,1251.968
325,11,21,1,20,Thursday,1123.85
325,11,21,1,21,Thursday,936.808
325,11,21,1,22,Thursday,758.019
325,11,21,1,23,Thursday,596.302
325,11,21,1,24,Thursday,499.27
326,11,22,1,1,Friday,428.528
326,11,22,1,2,Friday,384.372
326,11,22,1,3,Friday,372.878
326,11,22,1,4,Friday,374.144
326,11,22,1,5,Friday,405.467
326,11,22,1,6,Friday,492.681
326,11,22,1,7,Friday,624.505
326,11,22,1,8,Friday,661.077
326,11,22,1,9,Friday,629.877
326,11,22,1,10,Friday,596.346
326,11,22,1,11,Friday,603.787
326,11,22,1,12,Friday,625.006
326,11,22,1,13,Friday,640.856
326,11,22,1,14,Friday,635.963
326,11,22,1,15,Friday,672.294
326,11,22,1,16,Friday,922.784
326,11,22,1,17,Friday,1345.634
326,11,22,1,18,Friday,1317.69
326,11,22,1,19,Friday,1251.968
326,11,22,1,20,Friday,1123.85
326,11,22,1,21,Friday,936.808
326,11,22,1,22,Friday,758.019
326,11,22,1,23,Friday,596.302
326,11,22,1,24,Friday,499.27
327,11,23,1,1,Saturday,444.262
327,11,23,1,2,Saturday,396.27
327,11,23,1,3,Saturday,375.174
327,11,23,1,4,Saturday,373.613
327,11,23,1,5,Saturday,381.712
327,11,23,1,6,Saturday,411.842
327,11,23,1,7,Saturday,515.188
327,11,23,1,8,Saturday,648.661
327,11,23,1,9,Saturday,722.228
327,11,23,1,10,Saturday,816.474
327,11,23,1,11,Saturday,919.263
327,11,23,1,12,Saturday,930.234
327,11,23,1,13,Saturday,895.846
327,11,23,1,14,Saturday,881.293
327,11,23,1,15,Saturday,867.31
327,11,23,1,16,Saturday,988.446
327,11,23,1,17,Saturday,1315.53
327,11,23,1,18,Saturday,1277.316
327,11,23,1,19,Saturday,1160.007
327,11,23,1,20,Saturday,1008.107
327,11,23,1,21,Saturday,886.719
327,11,23,1,22,Saturday,765.678
327,11,23,1,23,Saturday,595.208
327,11,23,1,24,Saturday,503.042
328,11,24,1,1,Sunday,444.262
328,11,24,1,2,Sunday,396.27
328,11,24,1,3,Sunday,375.174
328,11,24,1,4,Sunday,373.613
328,11,24,1,5,Sunday,381.712
328,11,24,1,6,Sunday,411.842
328,11,24,1,7,Sunday,515.188
328,11,24,1,8,Sunday,648.661
328,11,24,1,9,Sunday,722.228
328,11,24,1,10,Sunday,816.474
328,11,24,1,11,Sunday,919.263
328,11,24,1,12,Sunday,930.234
328,11,24,1,13,Sunday,895.846
328,11,24,1,14,Sunday,881.293
328,11,24,1,15,Sunday,867.31
328,11,24,1,16,Sunday,988.446
328,11,24,1,17,Sunday,1315.53
328,11,24,1,18,Sunday,1277.316
328,11,24,1,19,Sunday,1160.007
328,11,24,1,20,Sunday,1008.107
328,11,24,1,21,Sunday,886.719
328,11,24,1,22,Sunday,765.678
328,11,24,1,23,Sunday,595.208
328,11,24,1,24,Sunday,503.042
329,11,25,1,1,Monday,428.528
329,11,25,1,2,Monday,384.372
329,11,25,1,3,Monday,372.878
329,11,25,1,4,Monday,374.144
329,11,25,1,5,Monday,405.467
329,11,25,1,6,Monday,492.681
329,11,25,1,7,Monday,624.505
329,11,25,1,8,Monday,661.077
329,11,25,1,9,Monday,629.877
329,11,25,1,10,Monday,596.346
329,11,25,1,11,Monday,603.787
329,11,25,1,12,Monday,625.006
329,11,25,1,13,Monday,640.856
329,11,25,1,14,Monday,635.963
329,11,25,1,15,Monday,672.294
329,11,25,1,16,Monday,922.784
329,11,25,1,17,Monday,1345.634
329,11,25,1,18,Monday,1317.69
329,11,25,1,19,Monday,1251.968
329,11,25,1,20,Monday,1123.85
329,11,25,1,21,Monday,936.808
329,11,25,1,22,Monday,758.019
329,11,25,1,23,Monday,596.302
329,11,25,1,24,Monday,499.27
330,11,26,1,1,Tuesday,428.528
330,11,26,1,2,Tuesday,384.372
330,11,26,1,3,Tuesday,372.878
330,11,26,1,4,Tuesday,374.144
330,11,26,1,5,Tuesday,405.467
330,11,26,1,6,Tuesday,492.681
330,11,26,1,7,Tuesday,624.505
330,11,26,1,8,Tuesday,661.077
330,11,26,1,9,Tuesday,629.877
330,11,26,1,10,Tuesday,596.346
330,11,26,1,11,Tuesday,603.787
330,11,26,1,12,Tuesday,625.006
330,11,26,1,13,Tuesday,640.856
330,11,26,1,14,Tuesday,635.963
330,11,26,1,15,Tuesday,672.294
330,11,26,1,16,Tuesday,922.784
330,11,26,1,17,Tuesday,1345.634
330,11,26,1,18,Tuesday,1317.69
330,11,26,1,19,Tuesday,1251.968
330,11,26,1,20,Tuesday,1123.85
330,11,26,1,21,Tuesday,936.808
330,11,26,1,22,Tuesday,758.019
330,11,26,1,23,Tuesday,596.302
330,11,26,1,24,Tuesday,499.27
331,11,27,1,1,Wednesday,428.528
331,11,27,1,2,Wednesday,384.372
331,11,27,1,3,Wednesday,372.878
331,11,27,1,4,Wednesday,374.144
331,11,27,1,5,Wednesday,405.467
331,11,27,1,6,Wednesday,492.681
331,11,27,1,7,Wednesday,624.505
331,11,27,1,8,Wednesday,661.077
331,11,27,1,9,Wednesday,629.877
331,11,27,1,10,Wednesday,596.346
331,11,27,1,11,Wednesday,603.787
331,11,27,1,12,Wednesday,625.006
331,11,27,1,13,Wednesday,640.856
331,11,27,1,14,Wednesday,635.963
331,11,27,1,15,Wednesday,672.294
331,11,27,1,16,Wednesday,922.784
331,11,27,1,17,Wednesday,1345.634
331,11,27,1,18,Wednesday,1317.69
331,11,27,1,19,Wednesday,1251.968
331,11,27,1,20,Wednesday,1123.85
331,11,27,1,21,Wednesday,936.808
331,11,27,1,22,Wednesday,758.019
331,11,27,1,23,Wednesday,596.302
331,11,27,1,24,Wednesday,499.27
332,11,28,1,1,Thursday,428.528
332,11,28,1,2,Thursday,384.372
332,11,28,1,3,Thursday,372.878
332,11,28,1,4,Thursday,374.144
332,11,28,1,5,Thursday,405.467
332,11,28,1,6,Thursday,492.681
332,11,28,1,7,Thursday,624.505
332,11,28,1,8,Thursday,661.077
332,11,28,1,9,Thursday,629.877
332,11,28,1,10,Thursday,596.346
332,11,28,1,11,Thursday,603.787
332,11,28,1,12,Thursday,625.006
332,11,28,1,13,Thursday,640.856
332,11,28,1,14,Thursday,635.963
332,11,28,1,15,Thursday,672.294
332,11,28,1,16,Thursday,922.784
332,11,28,1,17,Thursday,1345.634
332,11,28,1,18,Thursday,1317.69
332,11,28,1,19,Thursday,1251.968
332,11,28,1,20,Thursday,1123.85
332,11,28,1,21,Thursday,936.808
332,11,28,1,22,Thursday,758.019
332,11,28,1,23,Thursday,596.302
332,11,28,1,24,Thursday,499.27
333,11,29,1,1,Friday,428.528
333,11,29,1,2,Friday,384.372
333,11,29,1,3,Friday,372.878
333,11,29,1,4,Friday,374.144
333,11,29,1,5,Friday,405.467
333,11,29,1,6,Friday,492.681
333,11,29,1,7,Friday,624.505
333,11,29,1,8,Friday,661.077
333,11,29,1,9,Friday,629.877
333,11,29,1,10,Friday,596.346
333,11,29,1,11,Friday,603.787
333,11,29,1,12,Friday,625.006
333,11,29,1,13,Friday,640.856
333,11,29,1,14,Friday,635.963
333,11,29,1,15,Friday,672.294
333,11,29,1,16,Friday,922.784
333,11,29,1,17,Friday,1345.634
333,11,29,1,18,Friday,1317.69
333,11,29,1,19,Friday,1251.968
333,11,29,1,20,Friday,1123.85
333,11,29,1,21,Friday,936.808
333,11,29,1,22,Friday,758.019
333,11,29,1,23,Friday,596.302
333,11,29,1,24,Friday,499.27
334,11,30,1,1,Saturday,444.262
334,11,30,1,2,Saturday,396.27
334,11,30,1,3,Saturday,375.174
334,11,30,1,4,Saturday,373.613
334,11,30,1,5,Saturday,381.712
334,11,30,1,6,Saturday,411.842
334,11,30,1,7,Saturday,515.188
334,11,30,1,8,Saturday,648.661
334,11,30,1,9,Saturday,722.228
334,11,30,1,10,Saturday,816.474
334,11,30,1,11,Saturday,919.263
334,11,30,1,12,Saturday,930.234
334,11,30,1,13,Saturday,895.846
334,11,30,1,14,Saturday,881.293
334,11,30,1,15,Saturday,867.31
334,11,30,1,16,Saturday,988.446
334,11,30,1,17,Saturday,1315.53
334,11,30,1,18,Saturday,1277.316
334,11,30,1,19,Saturday,1160.007
334,11,30,1,20,Saturday,1008.107
334,11,30,1,21,Saturday,886.719
334,11,30,1,22,Saturday,765.678
334,11,30,1,23,Saturday,595.208
334,11,30,1,24,Saturday,503.042
335,12,1,1,1,Sunday,435.686
335,12,1,1,2,Sunday,393.04
335,12,1,1,3,Sunday,372.574
335,12,1,1,4,Sunday,368.858
335,12,1,1,5,Sunday,373.916
335,12,1,1,6,Sunday,397.582
335,12,1,1,7,Sunday,513.077
335,12,1,1,8,Sunday,646.167
335,12,1,1,9,Sunday,703.051
335,12,1,1,10,Sunday,789.731
335,12,1,1,11,Sunday,861.681
335,12,1,1,12,Sunday,880.934
335,12,1,1,13,Sunday,805.485
335,12,1,1,14,Sunday,820.541
335,12,1,1,15,Sunday,810.902
335,12,1,1,16,Sunday,920.451
335,12,1,1,17,Sunday,1242.517
335,12,1,1,18,Sunday,1013.837
335,12,1,1,19,Sunday,971.465
335,12,1,1,20,Sunday,875.975
335,12,1,1,21,Sunday,816.569
335,12,1,1,22,Sunday,710.323
335,12,1,1,23,Sunday,560.593
335,12,1,1,24,Sunday,486.409
336,12,2,1,1,Monday,417.15
336,12,2,1,2,Monday,383.285
336,12,2,1,3,Monday,371.115
336,12,2,1,4,Monday,370.019
336,12,2,1,5,Monday,401.484
336,12,2,1,6,Monday,475.637
336,12,2,1,7,Monday,588.172
336,12,2,1,8,Monday,622.447
336,12,2,1,9,Monday,614.693
336,12,2,1,10,Monday,601.794
336,12,2,1,11,Monday,644.683
336,12,2,1,12,Monday,671.489
336,12,2,1,13,Monday,632.589
336,12,2,1,14,Monday,621.253
336,12,2,1,15,Monday,668.336
336,12,2,1,16,Monday,893.497
336,12,2,1,17,Monday,1256.613
336,12,2,1,18,Monday,1088.619
336,12,2,1,19,Monday,1035.296
336,12,2,1,20,Monday,896.448
336,12,2,1,21,Monday,854.855
336,12,2,1,22,Monday,709.289
336,12,2,1,23,Monday,563.353
336,12,2,1,24,Monday,478.195
337,12,3,1,1,Tuesday,417.15
337,12,3,1,2,Tuesday,383.285
337,12,3,1,3,Tuesday,371.115
337,12,3,1,4,Tuesday,370.019
337,12,3,1,5,Tuesday,401.484
337,12,3,1,6,Tuesday,475.637
337,12,3,1,7,Tuesday,588.172
337,12,3,1,8,Tuesday,622.447
337,12,3,1,9,Tuesday,614.693
337,12,3,1,10,Tuesday,601.794
337,12,3,1,11,Tuesday,644.683
337,12,3,1,12,Tuesday,671.489
337,12,3,1,13,Tuesday,632.589
337,12,3,1,14,Tuesday,621.253
337,12,3,1,15,Tuesday,668.336
337,12,3,1,16,Tuesday,893.497
337,12,3,1,17,Tuesday,1256.613
337,12,3,1,18,Tuesday,1088.619
337,12,3,1,19,Tuesday,1035.296
337,12,3,1,20,Tuesday,896.448
337,12,3,1,21,Tuesday,854.855
337,12,3,1,22,Tuesday,709.289
337,12,3,1,23,Tuesday,563.353
337,12,3,1,24,Tuesday,478.195
338,12,4,1,1,Wednesday,417.15
338,12,4,1,2,Wednesday,383.285
338,12,4,1,3,Wednesday,371.115
338,12,4,1,4,Wednesday,370.019
338,12,4,1,5,Wednesday,401.484
338,12,4,1,6,Wednesday,475.637
338,12,4,1,7,Wednesday,588.172
338,12,4,1,8,Wednesday,622.447
338,12,4,1,9,Wednesday,614.693
338,12,4,1,10,Wednesday,601.794
338,12,4,1,11,Wednesday,644.683
338,12,4,1,12,Wednesday,671.489
338,12,4,1,13,Wednesday,632.589
338,12,4,1,14,Wednesday,621.253
338,12,4,1,15,Wednesday,668.336
338,12,4,1,16,Wednesday,893.497
338,12,4,1,17,Wednesday,1256.613
338,12,4,1,18,Wednesday,1088.619
338,12,4,1,19,Wednesday,1035.296
338,12,4,1,20,Wednesday,896.448
338,12,4,1,21,Wednesday,854.855
338,12,4,1,22,Wednesday,709.289
338,12,4,1,23,Wednesday,563.353
338,12,4,1,24,Wednesday,478.195
339,12,5,1,1,Thursday,417.15
339,12,5,1,2,Thursday,383.285
339,12,5,1,3,Thursday,371.115
339,12,5,1,4,Thursday,370.019
339,12,5,1,5,Thursday,401.484
339,12,5,1,6,Thursday,475.637
