Day of Simulation[],Month[],Day of Month[],DST Indicator[1=yes 0=no],Hour[],DayType,Power Cook IT Light Other White
278,10,5,0,18,Saturday,1277.316
278,10,5,0,19,Saturday,1160.007
278,10,5,0,20,Saturday,1008.107
278,10,5,0,21,Saturday,886.719
278,10,5,0,22,Saturday,765.678
278,10,5,0,23,Saturday,595.208
278,10,5,0,24,Saturday,503.042
279,10,6,1,1,Sunday,444.262
279,10,6,1,2,Sunday,396.27
279,10,6,1,3,Sunday,375.174
279,10,6,1,4,Sunday,373.613
279,10,6,1,5,Sunday,381.712
279,10,6,1,6,Sunday,411.842
279,10,6,1,7,Sunday,515.188
279,10,6,1,8,Sunday,648.661
279,10,6,1,9,Sunday,722.228
279,10,6,1,10,Sunday,816.474
279,10,6,1,11,Sunday,919.263
279,10,6,1,12,Sunday,930.234
279,10,6,1,13,Sunday,895.846
279,10,6,1,14,Sunday,881.293
279,10,6,1,15,Sunday,867.31
279,10,6,1,16,Sunday,988.446
279,10,6,1,17,Sunday,1315.53
279,10,6,1,18,Sunday,1277.316
279,10,6,1,19,Sunday,1160.007
279,10,6,1,20,Sunday,1008.107
279,10,6,1,21,Sunday,886.719
279,10,6,1,22,Sunday,765.678
279,10,6,1,23,Sunday,595.208
279,10,6,1,24,Sunday,503.042
280,10,7,1,1,Monday,428.528
280,10,7,1,2,Monday,384.372
280,10,7,1,3,Monday,372.878
280,10,7,1,4,Monday,374.144
280,10,7,1,5,Monday,405.467
280,10,7,1,6,Monday,492.681
280,10,7,1,7,Monday,624.505
280,10,7,1,8,Monday,661.077
280,10,7,1,9,Monday,629.877
280,10,7,1,10,Monday,596.346
280,10,7,1,11,Monday,603.787
280,10,7,1,12,Monday,625.006
280,10,7,1,13,Monday,640.856
280,10,7,1,14,Monday,635.963
280,10,7,1,15,Monday,672.294
280,10,7,1,16,Monday,922.784
280,10,7,1,17,Monday,1345.634
280,10,7,1,18,Monday,1317.69
280,10,7,1,19,Monday,1251.968
280,10,7,1,20,Monday,1123.85
280,10,7,1,21,Monday,936.808
280,10,7,1,22,Monday,758.019
280,10,7,1,23,Monday,596.302
280,10,7,1,24,Monday,499.27
281,10,8,1,1,Tuesday,428.528
281,10,8,1,2,Tuesday,384.372
281,10,8,1,3,Tuesday,372.878
281,10,8,1,4,Tuesday,374.144
281,10,8,1,5,Tuesday,405.467
281,10,8,1,6,Tuesday,492.681
281,10,8,1,7,Tuesday,624.505
281,10,8,1,8,Tuesday,661.077
281,10,8,1,9,Tuesday,629.877
281,10,8,1,10,Tuesday,596.346
281,10,8,1,11,Tuesday,603.787
281,10,8,1,12,Tuesday,625.006
281,10,8,1,13,Tuesday,640.856
281,10,8,1,14,Tuesday,635.963
281,10,8,1,15,Tuesday,672.294
281,10,8,1,16,Tuesday,922.784
281,10,8,1,17,Tuesday,1345.634
281,10,8,1,18,Tuesday,1317.69
281,10,8,1,19,Tuesday,1251.968
281,10,8,1,20,Tuesday,1123.85
281,10,8,1,21,Tuesday,936.808
281,10,8,1,22,Tuesday,758.019
281,10,8,1,23,Tuesday,596.302
281,10,8,1,24,Tuesday,499.27
282,10,9,1,1,Wednesday,428.528
282,10,9,1,2,Wednesday,384.372
282,10,9,1,3,Wednesday,372.878
282,10,9,1,4,Wednesday,374.144
282,10,9,1,5,Wednesday,405.467
282,10,9,1,6,Wednesday,492.681
282,10,9,1,7,Wednesday,624.505
282,10,9,1,8,Wednesday,661.077
282,10,9,1,9,Wednesday,629.877
282,10,9,1,10,Wednesday,596.346
282,10,9,1,11,Wednesday,603.787
282,10,9,1,12,Wednesday,625.006
282,10,9,1,13,Wednesday,640.856
282,10,9,1,14,Wednesday,635.963
282,10,9,1,15,Wednesday,672.294
282,10,9,1,16,Wednesday,922.784
282,10,9,1,17,Wednesday,1345.634
282,10,9,1,18,Wednesday,1317.69
282,10,9,1,19,Wednesday,1251.968
282,10,9,1,20,Wednesday,1123.85
282,10,9,1,21,Wednesday,936.808
282,10,9,1,22,Wednesday,758.019
282,10,9,1,23,Wednesday,596.302
282,10,9,1,24,Wednesday,499.27
283,10,10,1,1,Thursday,428.528
283,10,10,1,2,Thursday,384.372
283,10,10,1,3,Thursday,372.878
283,10,10,1,4,Thursday,374.144
283,10,10,1,5,Thursday,405.467
283,10,10,1,6,Thursday,492.681
283,10,10,1,7,Thursday,624.505
283,10,10,1,8,Thursday,661.077
283,10,10,1,9,Thursday,629.877
283,10,10,1,10,Thursday,596.346
283,10,10,1,11,Thursday,603.787
283,10,10,1,12,Thursday,625.006
283,10,10,1,13,Thursday,640.856
283,10,10,1,14,Thursday,635.963
283,10,10,1,15,Thursday,672.294
283,10,10,1,16,Thursday,922.784
283,10,10,1,17,Thursday,1345.634
283,10,10,1,18,Thursday,1317.69
283,10,10,1,19,Thursday,1251.968
283,10,10,1,20,Thursday,1123.85
283,10,10,1,21,Thursday,936.808
283,10,10,1,22,Thursday,758.019
283,10,10,1,23,Thursday,596.302
283,10,10,1,24,Thursday,499.27
284,10,11,1,1,Friday,428.528
284,10,11,1,2,Friday,384.372
284,10,11,1,3,Friday,372.878
284,10,11,1,4,Friday,374.144
284,10,11,1,5,Friday,405.467
284,10,11,1,6,Friday,492.681
284,10,11,1,7,Friday,624.505
284,10,11,1,8,Friday,661.077
284,10,11,1,9,Friday,629.877
284,10,11,1,10,Friday,596.346
284,10,11,1,11,Friday,603.787
284,10,11,1,12,Friday,625.006
284,10,11,1,13,Friday,640.856
284,10,11,1,14,Friday,635.963
284,10,11,1,15,Friday,672.294
284,10,11,1,16,Friday,922.784
284,10,11,1,17,Friday,1345.634
284,10,11,1,18,Friday,1317.69
284,10,11,1,19,Friday,1251.968
284,10,11,1,20,Friday,1123.85
284,10,11,1,21,Friday,936.808
284,10,11,1,22,Friday,758.019
284,10,11,1,23,Friday,596.302
284,10,11,1,24,Friday,499.27
285,10,12,1,1,Saturday,444.262
285,10,12,1,2,Saturday,396.27
285,10,12,1,3,Saturday,375.174
285,10,12,1,4,Saturday,373.613
285,10,12,1,5,Saturday,381.712
285,10,12,1,6,Saturday,411.842
285,10,12,1,7,Saturday,515.188
285,10,12,1,8,Saturday,648.661
285,10,12,1,9,Saturday,722.228
285,10,12,1,10,Saturday,816.474
285,10,12,1,11,Saturday,919.263
285,10,12,1,12,Saturday,930.234
285,10,12,1,13,Saturday,895.846
285,10,12,1,14,Saturday,881.293
285,10,12,1,15,Saturday,867.31
285,10,12,1,16,Saturday,988.446
285,10,12,1,17,Saturday,1315.53
285,10,12,1,18,Saturday,1277.316
285,10,12,1,19,Saturday,1160.007
285,10,12,1,20,Saturday,1008.107
285,10,12,1,21,Saturday,886.719
285,10,12,1,22,Saturday,765.678
285,10,12,1,23,Saturday,595.208
285,10,12,1,24,Saturday,503.042
286,10,13,1,1,Sunday,444.262
286,10,13,1,2,Sunday,396.27
286,10,13,1,3,Sunday,375.174
286,10,13,1,4,Sunday,373.613
286,10,13,1,5,Sunday,381.712
286,10,13,1,6,Sunday,411.842
286,10,13,1,7,Sunday,515.188
286,10,13,1,8,Sunday,648.661
286,10,13,1,9,Sunday,722.228
286,10,13,1,10,Sunday,816.474
286,10,13,1,11,Sunday,919.263
286,10,13,1,12,Sunday,930.234
286,10,13,1,13,Sunday,895.846
286,10,13,1,14,Sunday,881.293
286,10,13,1,15,Sunday,867.31
286,10,13,1,16,Sunday,988.446
286,10,13,1,17,Sunday,1315.53
286,10,13,1,18,Sunday,1277.316
286,10,13,1,19,Sunday,1160.007
286,10,13,1,20,Sunday,1008.107
286,10,13,1,21,Sunday,886.719
286,10,13,1,22,Sunday,765.678
286,10,13,1,23,Sunday,595.208
286,10,13,1,24,Sunday,503.042
287,10,14,1,1,Monday,428.528
287,10,14,1,2,Monday,384.372
287,10,14,1,3,Monday,372.878
287,10,14,1,4,Monday,374.144
287,10,14,1,5,Monday,405.467
287,10,14,1,6,Monday,492.681
287,10,14,1,7,Monday,624.505
287,10,14,1,8,Monday,661.077
287,10,14,1,9,Monday,629.877
287,10,14,1,10,Monday,596.346
287,10,14,1,11,Monday,603.787
287,10,14,1,12,Monday,625.006
287,10,14,1,13,Monday,640.856
287,10,14,1,14,Monday,635.963
287,10,14,1,15,Monday,672.294
287,10,14,1,16,Monday,922.784
287,10,14,1,17,Monday,1345.634
287,10,14,1,18,Monday,1317.69
287,10,14,1,19,Monday,1251.968
287,10,14,1,20,Monday,1123.85
287,10,14,1,21,Monday,936.808
287,10,14,1,22,Monday,758.019
287,10,14,1,23,Monday,596.302
287,10,14,1,24,Monday,499.27
288,10,15,1,1,Tuesday,428.528
288,10,15,1,2,Tuesday,384.372
288,10,15,1,3,Tuesday,372.878
288,10,15,1,4,Tuesday,374.144
288,10,15,1,5,Tuesday,405.467
288,10,15,1,6,Tuesday,492.681
288,10,15,1,7,Tuesday,624.505
288,10,15,1,8,Tuesday,661.077
288,10,15,1,9,Tuesday,629.877
288,10,15,1,10,Tuesday,596.346
288,10,15,1,11,Tuesday,603.787
288,10,15,1,12,Tuesday,625.006
288,10,15,1,13,Tuesday,640.856
288,10,15,1,14,Tuesday,635.963
288,10,15,1,15,Tuesday,672.294
288,10,15,1,16,Tuesday,922.784
288,10,15,1,17,Tuesday,1345.634
288,10,15,1,18,Tuesday,1317.69
288,10,15,1,19,Tuesday,1251.968
288,10,15,1,20,Tuesday,1123.85
288,10,15,1,21,Tuesday,936.808
288,10,15,1,22,Tuesday,758.019
288,10,15,1,23,Tuesday,596.302
288,10,15,1,24,Tuesday,499.27
289,10,16,1,1,Wednesday,428.528
289,10,16,1,2,Wednesday,384.372
289,10,16,1,3,Wednesday,372.878
289,10,16,1,4,Wednesday,374.144
289,10,16,1,5,Wednesday,405.467
289,10,16,1,6,Wednesday,492.681
289,10,16,1,7,Wednesday,624.505
289,10,16,1,8,Wednesday,661.077
289,10,16,1,9,Wednesday,629.877
289,10,16,1,10,Wednesday,596.346
289,10,16,1,11,Wednesday,603.787
289,10,16,1,12,Wednesday,625.006
289,10,16,1,13,Wednesday,640.856
289,10,16,1,14,Wednesday,635.963
289,10,16,1,15,Wednesday,672.294
289,10,16,1,16,Wednesday,922.784
289,10,16,1,17,Wednesday,1345.634
289,10,16,1,18,Wednesday,1317.69
289,10,16,1,19,Wednesday,1251.968
289,10,16,1,20,Wednesday,1123.85
289,10,16,1,21,Wednesday,936.808
289,10,16,1,22,Wednesday,758.019
289,10,16,1,23,Wednesday,596.302
289,10,16,1,24,Wednesday,499.27
290,10,17,1,1,Thursday,428.528
290,10,17,1,2,Thursday,384.372
290,10,17,1,3,Thursday,372.878
290,10,17,1,4,Thursday,374.144
290,10,17,1,5,Thursday,405.467
290,10,17,1,6,Thursday,492.681
290,10,17,1,7,Thursday,624.505
290,10,17,1,8,Thursday,661.077
290,10,17,1,9,Thursday,629.877
290,10,17,1,10,Thursday,596.346
290,10,17,1,11,Thursday,603.787
290,10,17,1,12,Thursday,625.006
290,10,17,1,13,Thursday,640.856
290,10,17,1,14,Thursday,635.963
290,10,17,1,15,Thursday,672.294
290,10,17,1,16,Thursday,922.784
290,10,17,1,17,Thursday,1345.634
290,10,17,1,18,Thursday,1317.69
290,10,17,1,19,Thursday,1251.968
290,10,17,1,20,Thursday,1123.85
290,10,17,1,21,Thursday,936.808
290,10,17,1,22,Thursday,758.019
290,10,17,1,23,Thursday,596.302
290,10,17,1,24,Thursday,499.27
291,10,18,1,1,Friday,428.528
291,10,18,1,2,Friday,384.372
291,10,18,1,3,Friday,372.878
291,10,18,1,4,Friday,374.144
291,10,18,1,5,Friday,405.467
291,10,18,1,6,Friday,492.681
291,10,18,1,7,Friday,624.505
291,10,18,1,8,Friday,661.077
291,10,18,1,9,Friday,629.877
291,10,18,1,10,Friday,596.346
291,10,18,1,11,Friday,603.787
291,10,18,1,12,Friday,625.006
291,10,18,1,13,Friday,640.856
291,10,18,1,14,Friday,635.963
291,10,18,1,15,Friday,672.294
291,10,18,1,16,Friday,922.784
291,10,18,1,17,Friday,1345.634
291,10,18,1,18,Friday,1317.69
291,10,18,1,19,Friday,1251.968
291,10,18,1,20,Friday,1123.85
291,10,18,1,21,Friday,936.808
291,10,18,1,22,Friday,758.019
291,10,18,1,23,Friday,596.302
291,10,18,1,24,Friday,499.27
292,10,19,1,1,Saturday,444.262
292,10,19,1,2,Saturday,396.27
292,10,19,1,3,Saturday,375.174
292,10,19,1,4,Saturday,373.613
292,10,19,1,5,Saturday,381.712
292,10,19,1,6,Saturday,411.842
292,10,19,1,7,Saturday,515.188
292,10,19,1,8,Saturday,648.661
292,10,19,1,9,Saturday,722.228
292,10,19,1,10,Saturday,816.474
292,10,19,1,11,Saturday,919.263
292,10,19,1,12,Saturday,930.234
292,10,19,1,13,Saturday,895.846
292,10,19,1,14,Saturday,881.293
292,10,19,1,15,Saturday,867.31
292,10,19,1,16,Saturday,988.446
292,10,19,1,17,Saturday,1315.53
292,10,19,1,18,Saturday,1277.316
292,10,19,1,19,Saturday,1160.007
292,10,19,1,20,Saturday,1008.107
292,10,19,1,21,Saturday,886.719
292,10,19,1,22,Saturday,765.678
292,10,19,1,23,Saturday,595.208
292,10,19,1,24,Saturday,503.042
293,10,20,1,1,Sunday,444.262
293,10,20,1,2,Sunday,396.27
293,10,20,1,3,Sunday,375.174
293,10,20,1,4,Sunday,373.613
293,10,20,1,5,Sunday,381.712
293,10,20,1,6,Sunday,411.842
293,10,20,1,7,Sunday,515.188
293,10,20,1,8,Sunday,648.661
293,10,20,1,9,Sunday,722.228
293,10,20,1,10,Sunday,816.474
293,10,20,1,11,Sunday,919.263
293,10,20,1,12,Sunday,930.234
293,10,20,1,13,Sunday,895.846
293,10,20,1,14,Sunday,881.293
293,10,20,1,15,Sunday,867.31
293,10,20,1,16,Sunday,988.446
293,10,20,1,17,Sunday,1315.53
293,10,20,1,18,Sunday,1277.316
293,10,20,1,19,Sunday,1160.007
293,10,20,1,20,Sunday,1008.107
293,10,20,1,21,Sunday,886.719
293,10,20,1,22,Sunday,765.678
293,10,20,1,23,Sunday,595.208
293,10,20,1,24,Sunday,503.042
294,10,21,1,1,Monday,428.528
294,10,21,1,2,Monday,384.372
294,10,21,1,3,Monday,372.878
294,10,21,1,4,Monday,374.144
294,10,21,1,5,Monday,405.467
294,10,21,1,6,Monday,492.681
294,10,21,1,7,Monday,624.505
294,10,21,1,8,Monday,661.077
294,10,21,1,9,Monday,629.877
294,10,21,1,10,Monday,596.346
294,10,21,1,11,Monday,603.787
294,10,21,1,12,Monday,625.006
294,10,21,1,13,Monday,640.856
294,10,21,1,14,Monday,635.963
294,10,21,1,15,Monday,672.294
294,10,21,1,16,Monday,922.784
294,10,21,1,17,Monday,1345.634
294,10,21,1,18,Monday,1317.69
294,10,21,1,19,Monday,1251.968
294,10,21,1,20,Monday,1123.85
294,10,21,1,21,Monday,936.808
294,10,21,1,22,Monday,758.019
294,10,21,1,23,Monday,596.302
294,10,21,1,24,Monday,499.27
295,10,22,1,1,Tuesday,428.528
295,10,22,1,2,Tuesday,384.372
295,10,22,1,3,Tuesday,372.878
295,10,22,1,4,Tuesday,374.144
295,10,22,1,5,Tuesday,405.467
295,10,22,1,6,Tuesday,492.681
295,10,22,1,7,Tuesday,624.505
295,10,22,1,8,Tuesday,661.077
295,10,22,1,9,Tuesday,629.877
295,10,22,1,10,Tuesday,596.346
295,10,22,1,11,Tuesday,603.787
295,10,22,1,12,Tuesday,625.006
295,10,22,1,13,Tuesday,640.856
295,10,22,1,14,Tuesday,635.963
295,10,22,1,15,Tuesday,672.294
295,10,22,1,16,Tuesday,922.784
295,10,22,1,17,Tuesday,1345.634
295,10,22,1,18,Tuesday,1317.69
295,10,22,1,19,Tuesday,1251.968
295,10,22,1,20,Tuesday,1123.85
295,10,22,1,21,Tuesday,936.808
295,10,22,1,22,Tuesday,758.019
295,10,22,1,23,Tuesday,596.302
295,10,22,1,24,Tuesday,499.27
296,10,23,1,1,Wednesday,428.528
296,10,23,1,2,Wednesday,384.372
296,10,23,1,3,Wednesday,372.878
296,10,23,1,4,Wednesday,374.144
296,10,23,1,5,Wednesday,405.467
296,10,23,1,6,Wednesday,492.681
296,10,23,1,7,Wednesday,624.505
296,10,23,1,8,Wednesday,661.077
296,10,23,1,9,Wednesday,629.877
296,10,23,1,10,Wednesday,596.346
296,10,23,1,11,Wednesday,603.787
296,10,23,1,12,Wednesday,625.006
296,10,23,1,13,Wednesday,640.856
296,10,23,1,14,Wednesday,635.963
296,10,23,1,15,Wednesday,672.294
296,10,23,1,16,Wednesday,922.784
296,10,23,1,17,Wednesday,1345.634
296,10,23,1,18,Wednesday,1317.69
296,10,23,1,19,Wednesday,1251.968
296,10,23,1,20,Wednesday,1123.85
296,10,23,1,21,Wednesday,936.808
296,10,23,1,22,Wednesday,758.019
296,10,23,1,23,Wednesday,596.302
296,10,23,1,24,Wednesday,499.27
297,10,24,1,1,Thursday,428.528
297,10,24,1,2,Thursday,384.372
297,10,24,1,3,Thursday,372.878
297,10,24,1,4,Thursday,374.144
297,10,24,1,5,Thursday,405.467
297,10,24,1,6,Thursday,492.681
297,10,24,1,7,Thursday,624.505
297,10,24,1,8,Thursday,661.077
297,10,24,1,9,Thursday,629.877
297,10,24,1,10,Thursday,596.346
297,10,24,1,11,Thursday,603.787
297,10,24,1,12,Thursday,625.006
297,10,24,1,13,Thursday,640.856
297,10,24,1,14,Thursday,635.963
297,10,24,1,15,Thursday,672.294
297,10,24,1,16,Thursday,922.784
297,10,24,1,17,Thursday,1345.634
297,10,24,1,18,Thursday,1317.69
297,10,24,1,19,Thursday,1251.968
297,10,24,1,20,Thursday,1123.85
297,10,24,1,21,Thursday,936.808
297,10,24,1,22,Thursday,758.019
297,10,24,1,23,Thursday,596.302
297,10,24,1,24,Thursday,499.27
298,10,25,1,1,Friday,428.528
298,10,25,1,2,Friday,384.372
298,10,25,1,3,Friday,372.878
298,10,25,1,4,Friday,374.144
298,10,25,1,5,Friday,405.467
298,10,25,1,6,Friday,492.681
298,10,25,1,7,Friday,624.505
298,10,25,1,8,Friday,661.077
298,10,25,1,9,Friday,629.877
298,10,25,1,10,Friday,596.346
298,10,25,1,11,Friday,603.787
298,10,25,1,12,Friday,625.006
298,10,25,1,13,Friday,640.856
298,10,25,1,14,Friday,635.963
298,10,25,1,15,Friday,672.294
298,10,25,1,16,Friday,922.784
298,10,25,1,17,Friday,1345.634
298,10,25,1,18,Friday,1317.69
298,10,25,1,19,Friday,1251.968
298,10,25,1,20,Friday,1123.85
298,10,25,1,21,Friday,936.808
298,10,25,1,22,Friday,758.019
298,10,25,1,23,Friday,596.302
298,10,25,1,24,Friday,499.27
299,10,26,1,1,Saturday,444.262
299,10,26,1,2,Saturday,396.27
299,10,26,1,3,Saturday,375.174
299,10,26,1,4,Saturday,373.613
299,10,26,1,5,Saturday,381.712
299,10,26,1,6,Saturday,411.842
299,10,26,1,7,Saturday,515.188
299,10,26,1,8,Saturday,648.661
299,10,26,1,9,Saturday,722.228
299,10,26,1,10,Saturday,816.474
299,10,26,1,11,Saturday,919.263
299,10,26,1,12,Saturday,930.234
299,10,26,1,13,Saturday,895.846
299,10,26,1,14,Saturday,881.293
299,10,26,1,15,Saturday,867.31
299,10,26,1,16,Saturday,988.446
299,10,26,1,17,Saturday,1315.53
299,10,26,1,18,Saturday,1277.316
299,10,26,1,19,Saturday,1160.007
299,10,26,1,20,Saturday,1008.107
299,10,26,1,21,Saturday,886.719
299,10,26,1,22,Saturday,765.678
299,10,26,1,23,Saturday,595.208
299,10,26,1,24,Saturday,503.042
300,10,27,1,1,Sunday,444.262
300,10,27,1,2,Sunday,396.27
300,10,27,1,3,Sunday,375.174
300,10,27,1,4,Sunday,373.613
300,10,27,1,5,Sunday,381.712
300,10,27,1,6,Sunday,411.842
300,10,27,1,7,Sunday,515.188
300,10,27,1,8,Sunday,648.661
300,10,27,1,9,Sunday,722.228
300,10,27,1,10,Sunday,816.474
300,10,27,1,11,Sunday,919.263
300,10,27,1,12,Sunday,930.234
300,10,27,1,13,Sunday,895.846
300,10,27,1,14,Sunday,881.293
300,10,27,1,15,Sunday,867.31
300,10,27,1,16,Sunday,988.446
300,10,27,1,17,Sunday,1315.53
300,10,27,1,18,Sunday,1277.316
300,10,27,1,19,Sunday,1160.007
300,10,27,1,20,Sunday,1008.107
300,10,27,1,21,Sunday,886.719
300,10,27,1,22,Sunday,765.678
300,10,27,1,23,Sunday,595.208
300,10,27,1,24,Sunday,503.042
301,10,28,1,1,Monday,428.528
301,10,28,1,2,Monday,384.372
301,10,28,1,3,Monday,372.878
301,10,28,1,4,Monday,374.144
301,10,28,1,5,Monday,405.467
301,10,28,1,6,Monday,492.681
301,10,28,1,7,Monday,624.505
301,10,28,1,8,Monday,661.077
301,10,28,1,9,Monday,629.877
301,10,28,1,10,Monday,596.346
301,10,28,1,11,Monday,603.787
301,10,28,1,12,Monday,625.006
301,10,28,1,13,Monday,640.856
301,10,28,1,14,Monday,635.963
301,10,28,1,15,Monday,672.294
301,10,28,1,16,Monday,922.784
301,10,28,1,17,Monday,1345.634
301,10,28,1,18,Monday,1317.69
301,10,28,1,19,Monday,1251.968
301,10,28,1,20,Monday,1123.85
301,10,28,1,21,Monday,936.808
301,10,28,1,22,Monday,758.019
301,10,28,1,23,Monday,596.302
301,10,28,1,24,Monday,499.27
302,10,29,1,1,Tuesday,428.528
302,10,29,1,2,Tuesday,384.372
302,10,29,1,3,Tuesday,372.878
302,10,29,1,4,Tuesday,374.144
302,10,29,1,5,Tuesday,405.467
302,10,29,1,6,Tuesday,492.681
302,10,29,1,7,Tuesday,624.505
302,10,29,1,8,Tuesday,661.077
302,10,29,1,9,Tuesday,629.877
302,10,29,1,10,Tuesday,596.346
302,10,29,1,11,Tuesday,603.787
302,10,29,1,12,Tuesday,625.006
302,10,29,1,13,Tuesday,640.856
302,10,29,1,14,Tuesday,635.963
302,10,29,1,15,Tuesday,672.294
302,10,29,1,16,Tuesday,922.784
302,10,29,1,17,Tuesday,1345.634
302,10,29,1,18,Tuesday,1317.69
302,10,29,1,19,Tuesday,1251.968
302,10,29,1,20,Tuesday,1123.85
302,10,29,1,21,Tuesday,936.808
302,10,29,1,22,Tuesday,758.019
302,10,29,1,23,Tuesday,596.302
302,10,29,1,24,Tuesday,499.27
303,10,30,1,1,Wednesday,428.528
303,10,30,1,2,Wednesday,384.372
303,10,30,1,3,Wednesday,372.878
303,10,30,1,4,Wednesday,374.144
303,10,30,1,5,Wednesday,405.467
303,10,30,1,6,Wednesday,492.681
303,10,30,1,7,Wednesday,624.505
303,10,30,1,8,Wednesday,661.077
303,10,30,1,9,Wednesday,629.877
303,10,30,1,10,Wednesday,596.346
303,10,30,1,11,Wednesday,603.787
303,10,30,1,12,Wednesday,625.006
303,10,30,1,13,Wednesday,640.856
303,10,30,1,14,Wednesday,635.963
303,10,30,1,15,Wednesday,672.294
303,10,30,1,16,Wednesday,922.784
303,10,30,1,17,Wednesday,1345.634
303,10,30,1,18,Wednesday,1317.69
303,10,30,1,19,Wednesday,1251.968
303,10,30,1,20,Wednesday,1123.85
303,10,30,1,21,Wednesday,936.808
303,10,30,1,22,Wednesday,758.019
303,10,30,1,23,Wednesday,596.302
303,10,30,1,24,Wednesday,499.27
304,10,31,1,1,Thursday,428.528
304,10,31,1,2,Thursday,384.372
304,10,31,1,3,Thursday,372.878
304,10,31,1,4,Thursday,374.144
304,10,31,1,5,Thursday,405.467
304,10,31,1,6,Thursday,492.681
304,10,31,1,7,Thursday,624.505
304,10,31,1,8,Thursday,661.077
304,10,31,1,9,Thursday,629.877
304,10,31,1,10,Thursday,596.346
304,10,31,1,11,Thursday,603.787
304,10,31,1,12,Thursday,625.006
304,10,31,1,13,Thursday,640.856
304,10,31,1,14,Thursday,635.963
304,10,31,1,15,Thursday,672.294
304,10,31,1,16,Thursday,922.784
304,10,31,1,17,Thursday,1345.634
304,10,31,1,18,Thursday,1317.69
304,10,31,1,19,Thursday,1251.968
304,10,31,1,20,Thursday,1123.85
304,10,31,1,21,Thursday,936.808
304,10,31,1,22,Thursday,758.019
304,10,31,1,23,Thursday,596.302
304,10,31,1,24,Thursday,499.27
305,11,1,1,1,Friday,428.528
305,11,1,1,2,Friday,384.372
305,11,1,1,3,Friday,372.878
305,11,1,1,4,Friday,374.144
305,11,1,1,5,Friday,405.467
305,11,1,1,6,Friday,492.681
305,11,1,1,7,Friday,624.505
305,11,1,1,8,Friday,661.077
305,11,1,1,9,Friday,629.877
305,11,1,1,10,Friday,596.346
305,11,1,1,11,Friday,603.787
305,11,1,1,12,Friday,625.006
305,11,1,1,13,Friday,640.856
305,11,1,1,14,Friday,635.963
305,11,1,1,15,Friday,672.294
305,11,1,1,16,Friday,922.784
305,11,1,1,17,Friday,1345.634
305,11,1,1,18,Friday,1317.69
305,11,1,1,19,Friday,1251.968
305,11,1,1,20,Friday,1123.85
305,11,1,1,21,Friday,936.808
305,11,1,1,22,Friday,758.019
305,11,1,1,23,Friday,596.302
305,11,1,1,24,Friday,499.27
306,11,2,1,1,Saturday,444.262
306,11,2,1,2,Saturday,396.27
306,11,2,1,3,Saturday,375.174
306,11,2,1,4,Saturday,373.613
306,11,2,1,5,Saturday,381.712
306,11,2,1,6,Saturday,411.842
306,11,2,1,7,Saturday,515.188
306,11,2,1,8,Saturday,648.661
306,11,2,1,9,Saturday,722.228
306,11,2,1,10,Saturday,816.474
306,11,2,1,11,Saturday,919.263
306,11,2,1,12,Saturday,930.234
306,11,2,1,13,Saturday,895.846
306,11,2,1,14,Saturday,881.293
306,11,2,1,15,Saturday,867.31
306,11,2,1,16,Saturday,988.446
306,11,2,1,17,Saturday,1315.53
306,11,2,1,18,Saturday,1277.316
306,11,2,1,19,Saturday,1160.007
306,11,2,1,20,Saturday,1008.107
306,11,2,1,21,Saturday,886.719
306,11,2,1,22,Saturday,765.678
306,11,2,1,23,Saturday,595.208
306,11,2,1,24,Saturday,503.042
307,11,3,1,1,Sunday,444.262
307,11,3,1,2,Sunday,396.27
307,11,3,1,3,Sunday,375.174
307,11,3,1,4,Sunday,373.613
307,11,3,1,5,Sunday,381.712
307,11,3,1,6,Sunday,411.842
307,11,3,1,7,Sunday,515.188
307,11,3,1,8,Sunday,648.661
307,11,3,1,9,Sunday,722.228
307,11,3,1,10,Sunday,816.474
307,11,3,1,11,Sunday,919.263
307,11,3,1,12,Sunday,930.234
307,11,3,1,13,Sunday,895.846
307,11,3,1,14,Sunday,881.293
307,11,3,1,15,Sunday,867.31
307,11,3,1,16,Sunday,988.446
307,11,3,1,17,Sunday,1315.53
307,11,3,1,18,Sunday,1277.316
307,11,3,1,19,Sunday,1160.007
307,11,3,1,20,Sunday,1008.107
307,11,3,1,21,Sunday,886.719
307,11,3,1,22,Sunday,765.678
307,11,3,1,23,Sunday,595.208
307,11,3,1,24,Sunday,503.042
308,11,4,1,1,Monday,428.528
308,11,4,1,2,Monday,384.372
308,11,4,1,3,Monday,372.878
308,11,4,1,4,Monday,374.144
308,11,4,1,5,Monday,405.467
308,11,4,1,6,Monday,492.681
308,11,4,1,7,Monday,624.505
308,11,4,1,8,Monday,661.077
308,11,4,1,9,Monday,629.877
308,11,4,1,10,Monday,596.346
308,11,4,1,11,Monday,603.787
308,11,4,1,12,Monday,625.006
308,11,4,1,13,Monday,640.856
308,11,4,1,14,Monday,635.963
308,11,4,1,15,Monday,672.294
308,11,4,1,16,Monday,922.784
308,11,4,1,17,Monday,1345.634
308,11,4,1,18,Monday,1317.69
308,11,4,1,19,Monday,1251.968
308,11,4,1,20,Monday,1123.85
308,11,4,1,21,Monday,936.808
308,11,4,1,22,Monday,758.019
308,11,4,1,23,Monday,596.302
308,11,4,1,24,Monday,499.27
309,11,5,1,1,Tuesday,428.528
